taxon	n_sampled_genomes	n_rt_positive_genomes	rank	n_exact_rt	n_physical_loci	prevalence_pct	prevalence_pct_ci_lo	prevalence_pct_ci_hi	loci_per_positive_genome	exact_rt_per_positive_genome	meets_min_sampled	unit	denominator
CG2-30-70-394	12	0	phylum	0	0	0.0	0.0	24.2494			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
CAIJMQ01	12	0	phylum	0	0	0.0	0.0	24.2494			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Mcinerneyibacteriota	12	1	phylum	1	1	8.3333	1.4865	35.388	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
DUMJ01	12	0	phylum	0	0	0.0	0.0	24.2494			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
PUNC01	12	0	phylum	0	0	0.0	0.0	24.2494			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JADFOP01	11	0	phylum	0	0	0.0	0.0	25.8833			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
SZUA-182	11	8	phylum	24	24	72.7273	43.4355	90.2539	3.0	3.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
NPL-UPA2	11	1	phylum	1	1	9.0909	1.6232	37.7358	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Calescibacteriota	11	0	phylum	0	0	0.0	0.0	25.8833			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
CSSED10-310	10	5	phylum	11	11	50.0	23.6593	76.3407	2.2	2.2	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
UBP13	10	0	phylum	0	0	0.0	0.0	27.7533			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JAAXVQ01	10	5	phylum	11	11	50.0	23.6593	76.3407	2.2	2.2	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JANLFM01	10	1	phylum	1	1	10.0	1.7876	40.415	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
UBP7	9	0	phylum	0	0	0.0	0.0	29.9145			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Auribacterota	9	3	phylum	5	5	33.3333	12.0584	64.5798	1.6667	1.6667	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
AUK180	9	2	phylum	1	2	22.2222	6.3225	54.7411	1.0	0.5	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
ARS69	9	2	phylum	2	2	22.2222	6.3225	54.7411	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Orphanbacterota	9	2	phylum	4	4	22.2222	6.3225	54.7411	2.0	2.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Desantisbacteria	9	3	phylum	3	3	33.3333	12.0584	64.5798	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Tectomicrobia	8	4	phylum	10	10	50.0	21.5216	78.4784	2.5	2.5	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Thermodesulfobiota	8	1	phylum	1	1	12.5	2.2417	47.0888	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
TA06	8	2	phylum	2	2	25.0	7.1479	59.0725	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
UBP18	8	0	phylum	0	0	0.0	0.0	32.4408			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Schekmanbacteria	8	0	phylum	0	0	0.0	0.0	32.4408			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JAHJDO01	7	2	phylum	5	5	28.5714	8.2219	64.1066	2.5	2.5	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
UBA6266	7	0	phylum	0	0	0.0	0.0	35.433			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JAGOBX01	7	3	phylum	3	4	42.8571	15.822	74.9542	1.3333	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
SM23-31	7	0	phylum	0	0	0.0	0.0	35.433			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JAFGOL01	6	2	phylum	3	3	33.3333	9.6771	70.0007	1.5	1.5	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Moduliflexota	6	4	phylum	17	19	66.6667	29.9993	90.3229	4.75	4.25	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JAJVIF01	6	0	phylum	0	0	0.0	0.0	39.0334			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Lithacetigenota	6	2	phylum	2	2	33.3333	9.6771	70.0007	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JACPWU01	5	3	phylum	4	5	60.0	23.0724	88.2379	1.6667	1.3333	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
TA06_A	5	1	phylum	1	1	20.0	3.6224	62.4465	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Blakebacterota	5	1	phylum	2	2	20.0	3.6224	62.4465	2.0	2.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JAJYCY01	5	1	phylum	2	2	20.0	3.6224	62.4465	2.0	2.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
RBG-13-61-14	5	1	phylum	3	3	20.0	3.6224	62.4465	3.0	3.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
CALINM01	5	0	phylum	0	0	0.0	0.0	43.4482			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
RUG730	5	0	phylum	0	0	0.0	0.0	43.4482			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JACRDZ01	4	1	phylum	4	4	25.0	4.5587	69.9358	4.0	4.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Nitrospirota_B	4	1	phylum	1	1	25.0	4.5587	69.9358	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
B130-G9	4	2	phylum	3	3	50.0	15.0039	84.9961	1.5	1.5	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
JAFGBW01	4	0	phylum	0	0	0.0	0.0	48.9891			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
UBA8481	4	1	phylum	1	1	25.0	4.5587	69.9358	1.0	1.0	False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
Lindowbacteria	4	0	phylum	0	0	0.0	0.0	48.9891			False	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
