toro_index	toro_header	s1_rt_phylogeny	mestre_terminal	mestre_accession	clade_EVALUATION_ONLY	fident	extract_coverage	exact_substring	mapped	toro_stated_start	toro_stated_end	extract_len	extract_sha256	mestre_protein_sha256
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1652	fig|1913989.145.peg.263	10	0.27	0.8023	False	False	149	405	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	445d15731f80faa57ee4f3db7ef33f7019b81dcd39adad2ea59905d641d19431
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1444	fig|2004650.3.peg.1818	9	0.376	0.2928	False	False	3	263	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	e0ef4d5d4236e7f3f7d52d4e638ff758335ae3fe1aa8cf6838368dab25f7489c
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1527	WP_069150959.1	9	0.234	0.8099	False	False	9	247	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	8776c01335df8cb421bd91ae1d4b60dfb70b3988df7e1376c9516f4822ae0786
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1517	fig|1428.517.peg.2380	9	0.387	0.2776	False	False	1	248	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	7d729c9dbb1ab3b2a068354abe0e0389fe87b815c09d93c09e5b9d425de57ef8
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_405	fig|1773.7915.peg.7638	2	0.36	0.2852	False	False	7	267	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	82ceed570f61435e680d409822e3dc0407d0c89a445486f733f95e6b25207604
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1541	fig|1305675.3.peg.2174	9	0.244	0.7757	False	False	1	218	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	eeee1098bcf99f79d060b949f9e0bd447b8840316bd8ce776459a19852cea8c6
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1507	fig|2026089.3.peg.6077	9	0.328	0.2776	False	False	17	277	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	18616c1381de774e518cd8f0aad04e6d71177c2e9db5455d89faae616b1dd466
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1314	WP_051585410.1	9	0.258	0.616	False	False	36	293	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	75cc2c215efcd244502676c817b07a312692b16440895e64401e66dc5430b218
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1519	fig|1428.590.peg.5685	9	0.361	0.289	False	False	1	248	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	b3d225ec1c5154f76393dc68eb20078733dfda329b3505ee19aedad471e8596a
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1520	fig|720554.3.peg.188	9	0.32	0.289	False	False	1	251	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	6c787f211ffbe36528a503fc9dd7a48674b8966f2a32d7299f6ea9b65bff952e
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1489	fig|1250059.5.peg.3511	9	0.364	0.2776	False	False	7	267	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	31c22cd556b4a9588703cafb5f60ac57f99953ea0d0a726a60ab42470fa0a31e
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1388	fig|196024.16.peg.2750	9	0.361	0.289	False	False	5	271	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	59bd96fa7a1bba880e8076958f83c10d408c7ffefac10a362b8b174a76e540d3
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1535	SCI88558.1	9	0.355	0.3194	False	False	1	244	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	fd7698b57046d90e621172a19af00812e440d7050f8a1ff118fcf7200f53f18a
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_389	fig|1497681.3.peg.3095	2	0.333	0.2966	False	False	7	267	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	004ea9dd5e0b1f122a96b9195e909b5b820049b1d58900a284a80239ed57a635
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_414	fig|1505.32.peg.2959	2	0.298	0.3232	False	False	7	271	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	b4e1e5eefd803e6fe6f36af69fea3623064ccdf7c83150ad064b27b8294593b4
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_1523	fig|1395513.3.peg.363	9	0.368	0.2776	False	False	1	247	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	f44bd4ac8fc887e7094c36ec185be7f3d036f5c5d0f445f2d9423f2e9914cc77
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_771	fig|1465.16.peg.946	3	0.333	0.3042	False	False	1	242	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	b7048f97f68850d70ede45396b5ba0bfabe46e03d454de8f27c3e0984b4e913b
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_426	fig|1948697.3.peg.196	2	0.341	0.289	False	False	78	341	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	d1e250c4141c20dbe946d2585bf83c5c3282dd531f9cdfea45c6c60b4314a434
3	gi|350554847|ref|ZP_08923874.1|_extraction	Group II Intron	terminal_914	fig|1201036.3.peg.177	8	0.4	0.2281	False	False	17	276	263	93b83c8fd432173d165495c0a9edaab96d91908afdab6d7daf3761a8214bc01f	382656cef2fa40e66e8b9231f5779587bd109d65fb5a5bde20bd441baa373acf
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1847	fig|1380390.4.peg.72	11	0.292	0.8015	False	False	112	379	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	b2e52768682e3688f23e06c485694be45c801c07fab8909c4b34b64c9d253bc2
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1848	fig|1283299.3.peg.2784	11	0.296	0.8588	False	False	111	383	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	73ad834af932910b1e71899010711edad85728bc3b88067dd34f3c8b5d057742
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1698	fig|2008677.3.peg.3337	10	0.289	0.6908	False	False	157	410	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	c84ff194b0f308d613ff2b382978f7decdad1a43d2afab7f467ffc09cb35bb26
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1822	fig|1132441.3.peg.1888	11	0.306	0.7023	False	False	126	386	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	de0fc2bf44941e6ce4d51ede7cf324b0aa4d54a44440d56cef35f8c97a992572
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1649	fig|1499501.3.peg.459	10	0.27	0.8435	False	False	151	405	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	e469dadd3e672bec30a2ee200d8dfd06c71eb2a67427f959a5105493ce3f62d3
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1909	fig|47312.10.peg.4232	11	0.271	0.8092	False	False	108	358	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	34cce3c96cb4ff44d2dc00ad37b45107dcdb404d294b3466d3452810fb7e82a6
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1885	fig|1382595.4.peg.3164	11	0.277	0.8244	False	False	186	438	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	0c4046a4a4a0a695c32b22aa4fb82d200ec40950e442af47046bcaab25e8a350
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1846	BAK35674.1	11	0.319	0.6718	False	False	115	375	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	c335f6670f149e2fb558603349f4179c2efd85ecbfb0b0ba3ca5e1aa7176e381
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1816	fig|656366.8.peg.2905	11	0.253	0.8015	False	False	190	454	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	787337877dbe9ce1a8768df20691b0ad9176c1b42cc20a4d4310a7aa589230dc
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1910	fig|57704.14.peg.421	11	0.255	0.8359	False	False	118	358	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	7bb4964c4ad5431d5d25f140b6cf02e3492ad7bf26f4f9498fe1651329ea3061
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1534	fig|1509.24.peg.2487	9	0.236	0.7786	False	False	15	252	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	8a59766e184c9c58edf5a2dcafcef4558c0026ec4f6945685cb7a3c73fea51e2
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1869	fig|649831.3.peg.2352	11	0.28	0.7328	False	False	110	350	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	0f19e61b51b4efa87b8a66dee6466003aa3534f9647526d9753f3caa55b46692
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1518	fig|1428.574.peg.3351	9	0.235	0.8053	False	False	11	248	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	537f6ffd3b90206aed0997581da7bf9c94832a6c15c1a3e54567886ba12e62ab
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1833	fig|1267973.3.peg.3479	11	0.273	0.6718	False	False	65	325	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	857187ce322b58368c98b7ccafec0135921e2a6578a19a4fea503a611fcb37fc
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1863	fig|1445613.3.peg.3490	11	0.274	0.6527	False	False	100	369	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	a096e4ae9b62a0ae652185402f75ed4dbedf487133260524b5304fa0acca853e
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_445	fig|1950915.3.peg.189	2	0.212	0.8053	False	False	1	230	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	1a015697ad2feb41a74aa4f4a3cd613d4654eebb0eb4b1daede90fb9280f7551
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1819	fig|1494608.3.peg.465	11	0.257	0.6718	False	False	170	430	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	ef9a4018ad1e19c557ce5efe78e30863196ac6d9d84e22cbcdf724c6291dc8e3
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1429	fig|1619244.3.peg.1323	9	0.324	0.2939	False	False	3	262	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	0654a1d688d2cf495fbe19c28eb1871227f55c0383e8180f860acd1057cc9362
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1330	fig|1884373.3.peg.3317	9	0.254	0.8092	False	False	38	296	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	6f26b0a9e9b98537d98b88d65ab13f10cb688709b9fc84e91541db74f45216de
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1199	fig|1116369.3.peg.182	8	0.297	0.3588	False	False	1	219	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	80afd8df64e917460136219f2c2db0402e242f579c2020ecbbe222c627da6c45
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1003	fig|251722.19.peg.4059	8	0.218	0.813	False	False	41	288	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	db128fa8e5f267b58fbe8bbc15b0a86f5f17ba14d45d8cc4f0751afb1af7e2cb
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1427	fig|1263083.3.peg.558	9	0.298	0.2939	False	False	3	262	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	b642412aa367d5524599c5ca47f2bc5721974ae0ce32e890513e4f93a42e5601
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1900	fig|402289.3.peg.1558	11	0.276	0.7023	False	False	113	353	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	e90ed60cdda90628e94a56232ff86460532efd6d465492df0c61c9b9bffa8bfd
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1527	WP_069150959.1	9	0.254	0.6565	False	False	9	243	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	8776c01335df8cb421bd91ae1d4b60dfb70b3988df7e1376c9516f4822ae0786
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_771	fig|1465.16.peg.946	3	0.354	0.3015	False	False	1	242	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	b7048f97f68850d70ede45396b5ba0bfabe46e03d454de8f27c3e0984b4e913b
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1357	fig|1038921.4.peg.2790	9	0.24	0.9427	False	False	51	315	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	863e8376ef83d92aed1c57934fa74cdb40a97bf7d0e32135c4107fbbbef1dd13
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_914	fig|1201036.3.peg.177	8	0.244	0.7137	False	False	32	276	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	382656cef2fa40e66e8b9231f5779587bd109d65fb5a5bde20bd441baa373acf
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1894	fig|1220583.3.peg.1582	11	0.274	0.5344	False	False	96	356	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	1ab25fd54547d3ee5b26547582108f0adc17b6290bfdeacb6401f870874b645a
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1541	fig|1305675.3.peg.2174	9	0.244	0.729	False	False	1	215	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	eeee1098bcf99f79d060b949f9e0bd447b8840316bd8ce776459a19852cea8c6
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_961	fig|1187852.3.peg.2712	8	0.258	0.687	False	False	2	245	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	dc3caff183ae0b55de294d2620c6092c2d0bd988aec9a237093b9bac9391cffd
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1547	fig|1953262.3.peg.783	9	0.242	0.6565	False	False	6	239	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	61f7097ada47cf79a39d467b4e4cc125e09e8b241dac7f35cf1d52b6abe03aed
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_768	fig|588581.3.peg.3589	3	0.328	0.2748	False	False	1	238	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	26417b0927c88392c533b3ab1366c1a0ee9ef72468e3cd6bc3e021eec95d9954
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1521	fig|1122203.4.peg.2283	9	0.333	0.2786	False	False	1	232	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	87f73f58e3c94614ce7c534bd24e852feb1be3a6891c24660536a08c73257e87
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1523	fig|1395513.3.peg.363	9	0.341	0.2786	False	False	1	247	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	f44bd4ac8fc887e7094c36ec185be7f3d036f5c5d0f445f2d9423f2e9914cc77
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_414	fig|1505.32.peg.2959	2	0.27	0.3168	False	False	8	271	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	b4e1e5eefd803e6fe6f36af69fea3623064ccdf7c83150ad064b27b8294593b4
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1928	fig|1303689.4.peg.2934	11	0.289	0.5038	False	False	111	365	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	3b13f6a885b78fb09f9d39da5f6fbfbd8d04a7a0dca7cc00334ebfecafda4a05
4	gi|345870111|ref|ZP_08822065.1|_extraction	Group II Intron	terminal_1203	fig|93684.8.peg.518	8	0.217	0.771	False	False	22	255	262	de56a3102d5212a69a3548cb18b2244580903e5bca4e287b795079eff757a72a	722fbc5461d9b27ad9c9048473cbe360bf59238ff9d68713567b2434441f45d9
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1428	fig|57706.9.peg.1106	9	0.243	0.8677	False	False	29	262	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	54c4d9e2cf3b887de58e7af1c74d9004f9efdc7a2686567832c912ec030adef2
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1488	fig|669.51.peg.5531	9	0.278	0.7938	False	False	33	265	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	6718ce1eb8cd732dfeb3a4f08fc868c6a31f626177bb0ce05e216b014a81bfd4
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1484	fig|1073383.3.peg.1289	9	0.258	0.7977	False	False	33	265	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	8b21b95574097c728a5b14a668e5125969737fca506aaf68b0ada2c7d6e6138e
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1438	fig|82977.3.peg.3268	9	0.259	0.7821	False	False	34	266	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	0750299144046d163b89f721430d7381949f39162fb09f8669ba7ecfcb3b9086
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_914	fig|1201036.3.peg.177	8	0.289	0.6537	False	False	33	277	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	382656cef2fa40e66e8b9231f5779587bd109d65fb5a5bde20bd441baa373acf
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1481	fig|287.2516.peg.114	9	0.328	0.2957	False	False	1	221	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	a1acd228bffdbc7e124238e686d385552439dfd668115d7fbe23033ede28d5a2
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1173	fig|1497681.5.peg.772	8	0.273	0.6848	False	False	5	239	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	c196ab0e66876ecc1be21acff5e66a9fe3d5311874f1abe2a5e682499359ba2c
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1476	fig|651.3.peg.13	9	0.342	0.2957	False	False	1	227	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	75317eef8a100313614e56f217823bce569414e000b8da500c0abf973fa00e48
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_916	fig|398.6.peg.6695	8	0.278	0.6537	False	False	5	249	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	909688f3bf9fb054f986605e7bfba1de59d8281f8c79f708df7a8f31d2d74e43
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1433	fig|1967612.3.peg.4508	9	0.246	0.5681	False	False	34	273	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	bf81b2b9969c34693b4c6911a0bf1d4094670a81f40c99679226c9e750e476fe
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1451	fig|380021.13.peg.6149	9	0.242	0.6848	False	False	36	265	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	4ea29ccdf15855ba1548bd65d2f0eb388c2649e37fa56e877d979745ec38f0a2
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1485	fig|190893.14.peg.2110	9	0.378	0.3035	False	False	11	264	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	2d001997e0d8b1c36105af2b28083be4d4db8e761c05f4c0fd1648d1758100be
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1482	fig|2006083.3.peg.3219	9	0.32	0.3035	False	False	1	233	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	6687b64b00cdcc94d62f094bbc4d06bb71540cc97aa140ca3a3a4a075204395e
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_389	fig|1497681.3.peg.3095	2	0.362	0.3113	False	False	14	267	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	004ea9dd5e0b1f122a96b9195e909b5b820049b1d58900a284a80239ed57a635
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1427	fig|1263083.3.peg.558	9	0.353	0.3191	False	False	11	262	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	b642412aa367d5524599c5ca47f2bc5721974ae0ce32e890513e4f93a42e5601
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1527	WP_069150959.1	9	0.265	0.6537	False	False	10	243	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	8776c01335df8cb421bd91ae1d4b60dfb70b3988df7e1376c9516f4822ae0786
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1507	fig|2026089.3.peg.6077	9	0.27	0.6148	False	False	33	277	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	18616c1381de774e518cd8f0aad04e6d71177c2e9db5455d89faae616b1dd466
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_918	fig|142585.3.peg.1658	8	0.285	0.6537	False	False	5	249	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	2d974bef37659dbbc187a77198f94ea6ff36f5de37e0c19dc15ef9d6f0674c52
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_915	fig|1220581.4.peg.1434	8	0.27	0.6887	False	False	5	249	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	169ae93c399520ed4fc64e8603779f01dccd75fd8e07d3d101719c1ffba078f2
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1033	fig|574096.6.peg.2693	8	0.291	0.6537	False	False	6	249	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	adec6a883f2df36eb6bf6b0218f971e4242dd376b5235f46950b76a9173f2f3a
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1437	fig|1006598.5.peg.80	9	0.328	0.2957	False	False	13	266	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	5f12a7398b05b8aec31f5b080d4391464cc3896bade3c4a4072937a149cf7e56
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_866	fig|316.357.peg.479	8	0.318	0.4241	False	False	1	230	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	8f8cc3074230d1762ac2ba021d7d9ffcc9cbe802b5385f95c9471a18f398892c
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1452	fig|287.3716.peg.2163	9	0.32	0.2918	False	False	13	266	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	f3aafe5612fb85bdcfbfa600a3382cd18d78fe3e33fdd08944dfdcf0cbe83dff
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_923	fig|935546.3.peg.3816	8	0.307	0.537	False	False	13	252	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	3394365ed6ce7ad745d93f178e7b91fbae943d506ac35a97dadb17cb7ebffaeb
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_401	fig|1523429.3.peg.2936	2	0.252	0.9261	False	False	31	269	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	98b8f2ef05e7bceaf3b96f9f952b8c4202e847f8e1295bb95ad69d665146da0f
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_411	fig|694433.3.peg.2346	2	0.312	0.3074	False	False	14	267	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	79cdf4b11a85f542df9a3d2c752763cda899eef15bedeece0605a361f20987e5
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_417	fig|29581.33.peg.2300	2	0.236	0.7977	False	False	46	278	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	0dc2a0abece2cfa9c2c49a9f2f927a87b258bb2e003ad117d612afed98c1e15e
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1449	WP_053932309.1	9	0.328	0.2957	False	False	11	264	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	7fe2e359fd1924a19d2ecde4c3e192b9e0f7ec5925c7e4138a807d7fd30ae62e
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_1490	fig|906888.6.peg.2449	9	0.236	0.7198	False	False	1	206	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	756af67dc97d16779961c08b3f0c3ab4b064880dbd35e484987d4caf7f96f830
5	cKu.st.I1/CT573074.1/62738..64755/Candidatus_extraction		terminal_392	fig|1952168.3.peg.215	2	0.329	0.3035	False	False	14	267	257	0bbb2facb576855eec06d575a36c180bfa9bf8a1018eb7059c47e90db07e8e4f	0fd9d5a67f1a798ae7b04eb4b4d2474241313f557ca3793a56fbe518dd895129
