terminal	set	protein_len	tte_status	tte_template	tte_template_identity	tte_start	tte_end	mcc2_status	mcc2_start	mcc2_end	mcc2_core_start	mcc2_core_end	toro_stated_start	toro_stated_end
terminal_934	CLEAN	575	TTE_EXTRACTED	T604	0.418	91	402	EXTRACTABLE	32	253	51.0	253.0		
terminal_935	CLEAN	574	TTE_EXTRACTED	T604	0.415	90	400	EXTRACTABLE	28	262	50.0	253.0		
terminal_936	CLEAN	569	TTE_EXTRACTED	T604	0.494	90	410	EXTRACTABLE	36	255	51.0	252.0		
terminal_937	CLEAN	564	TTE_EXTRACTED	T604	0.463	87	405	EXTRACTABLE	32	253	51.0	247.0		
terminal_938	CLEAN	601	TTE_EXTRACTED	T604	0.435	90	404	EXTRACTABLE	38	257	51.0	249.0		
terminal_939	CLEAN	674	TTE_EXTRACTED	T604	0.447	90	404	EXTRACTABLE	36	258	51.0	249.0		
terminal_940	CLEAN	578	TTE_EXTRACTED	T604	0.414	75	389	EXTRACTABLE	22	234	36.0	234.0		
terminal_941	CLEAN	568	TTE_EXTRACTED	T604	0.411	75	389	EXTRACTABLE	24	233	36.0	233.0		
terminal_942	CLEAN	589	TTE_EXTRACTED	T604	0.458	95	414	EXTRACTABLE	36	258	51.0	258.0		
terminal_943	CLEAN	580	TTE_EXTRACTED	T604	0.414	89	399	EXTRACTABLE	36	251	51.0	251.0		
terminal_944	CLEAN	587	TTE_EXTRACTED	T604	0.465	89	418	EXTRACTABLE	36	248	51.0	248.0		
terminal_945	CLEAN	425	TTE_EXTRACTED	T604	0.437	89	401	EXTRACTABLE	33	248	51.0	248.0		
terminal_946	CLEAN	613	TTE_EXTRACTED	T604	0.434	93	401	EXTRACTABLE	39	253	55.0	253.0		
terminal_947	CLEAN	577	TTE_EXTRACTED	T604	0.45	89	401	C_TRUNCATED						
terminal_948	CLEAN	577	TTE_EXTRACTED	T604	0.427	89	401	EXTRACTABLE	30	250	51.0	250.0		
terminal_949	CLEAN	238	TTE_EXTRACTED	T601	0.474	25	238	C_TRUNCATED						
terminal_950	CLEAN	569	TTE_EXTRACTED	T604	0.376	88	402	EXTRACTABLE	35	258	49.0	249.0		
terminal_951	CLEAN	569	TTE_EXTRACTED	T604	0.382	88	405	EXTRACTABLE	34	247	49.0	247.0		
terminal_952	CLEAN	593	TTE_EXTRACTED	T604	0.442	97	406	N_TRUNCATED						
terminal_953	CLEAN	579	TTE_EXTRACTED	T604	0.419	90	398	EXTRACTABLE	36	257	51.0	250.0		
terminal_954	CLEAN	568	TTE_EXTRACTED	T604	0.435	90	396	EXTRACTABLE	34	257	51.0	250.0		
terminal_955	OTHER_SUBSTITUTE	570	TTE_EXTRACTED	T613	0.242	179	431	EXTRACTABLE	176	445	221.0	421.0		
terminal_956	CLEAN	584	TTE_EXTRACTED	T604	0.475	90	402	EXTRACTABLE	33	255	51.0	252.0		
terminal_957	CLEAN	585	TTE_EXTRACTED	T604	0.421	90	402	EXTRACTABLE	29	259	51.0	252.0		
terminal_958	CLEAN	576	TTE_EXTRACTED	T604	0.466	90	403	EXTRACTABLE	37	248	51.0	248.0		
terminal_959	CLEAN	580	TTE_EXTRACTED	T604	0.47	90	407	EXTRACTABLE	36	252	51.0	252.0		
terminal_960	CLEAN	585	TTE_EXTRACTED	T604	0.445	92	409	EXTRACTABLE	35	256	53.0	254.0		
terminal_961	CLEAN	587	TTE_EXTRACTED	T604	0.448	87	405	EXTRACTABLE	34	256	49.0	249.0		
terminal_962	CLEAN	575	TTE_EXTRACTED	T604	0.408	92	403	EXTRACTABLE	34	256	53.0	256.0		
terminal_963	CLEAN	563	TTE_EXTRACTED	T604	0.432	88	395	EXTRACTABLE	36	254	51.0	247.0		
terminal_964	CLEAN	615	TTE_EXTRACTED	T604	0.446	98	412	EXTRACTABLE	38	268	53.0	260.0		
terminal_965	CLEAN	583	TTE_EXTRACTED	T604	0.411	92	406	EXTRACTABLE	36	264	51.0	264.0		
terminal_966	CLEAN	559	TTE_EXTRACTED	T604	0.466	75	385	EXTRACTABLE	21	235	36.0	235.0		
terminal_967	CLEAN	596	TTE_EXTRACTED	T604	0.41	116	425	EXTRACTABLE	34	289	51.0	281.0		
terminal_968	CLEAN	596	TTE_EXTRACTED	T604	0.397	116	425	EXTRACTABLE	35	291	51.0	281.0		
terminal_969	CLEAN	592	TTE_EXTRACTED	T604	0.385	116	425	EXTRACTABLE	37	290	51.0	281.0		
terminal_970	CLEAN	596	TTE_EXTRACTED	T604	0.4	116	425	EXTRACTABLE	36	290	51.0	281.0		
terminal_971	CLEAN	565	TTE_EXTRACTED	T604	0.378	92	407	EXTRACTABLE	37	266	52.0	257.0		
terminal_972	CLEAN	316	TTE_EXTRACTED	T606	0.357	14	267	EXTRACTABLE	37	266	52.0	257.0		
terminal_973	CLEAN	594	TTE_EXTRACTED	T604	0.338	94	423	EXTRACTABLE	38	269	53.0	261.0		
terminal_974	CLEAN	593	TTE_EXTRACTED	T604	0.354	96	423	EXTRACTABLE	41	268	55.0	260.0		
terminal_975	CLEAN	586	TTE_EXTRACTED	T604	0.384	116	422	EXTRACTABLE	36	288	51.0	279.0		
terminal_976	CLEAN	610	TTE_EXTRACTED	T604	0.348	92	453	EXTRACTABLE	38	257	53.0	250.0		
terminal_977	CLEAN	254	TTE_EXTRACTED	T603	0.418	27	254	C_TRUNCATED						
terminal_978	CLEAN	582	TTE_EXTRACTED	T604	0.357	93	419	EXTRACTABLE	39	262	54.0	253.0		
terminal_979	CLEAN	614	TTE_EXTRACTED	T604	0.382	91	456	EXTRACTABLE	33	258	52.0	252.0		
terminal_980	CLEAN	563	TTE_EXTRACTED	T604	0.425	91	378	EXTRACTABLE	37	248	52.0	239.0		
terminal_981	CLEAN	562	TTE_EXTRACTED	T604	0.446	91	390	EXTRACTABLE	25	250	52.0	250.0		
terminal_982	CLEAN	602	TTE_EXTRACTED	T601	0.49	25	268	EXTRACTABLE	29	261	51.0	258.0	96	429
terminal_983	CLEAN	638	TTE_EXTRACTED	T602	0.564	50	309	EXTRACTABLE	61	308	76.0	299.0	50	309
terminal_984	CLEAN	611	TTE_EXTRACTED	T601	0.726	25	284	EXTRACTABLE	36	282	51.0	274.0		
terminal_985	CLEAN	612	TTE_EXTRACTED	T601	0.784	25	284	EXTRACTABLE	36	283	51.0	274.0		
terminal_986	CLEAN	272	TTE_EXTRACTED	T601	0.725	25	272	C_TRUNCATED						
terminal_987	CLEAN	612	TTE_EXTRACTED	T601	0.723	25	284	EXTRACTABLE	36	283	51.0	274.0		
terminal_988	CLEAN	647	TTE_EXTRACTED	T601	0.75	61	320	EXTRACTABLE	68	318	87.0	310.0		
terminal_989	OTHER_SUBSTITUTE	444	TTE_EXTRACTED	T586	0.305	66	301	EXTRACTABLE	53	300	99.0	291.0		
terminal_990	CLEAN	616	TTE_EXTRACTED	T601	0.7	25	284	EXTRACTABLE	32	282	51.0	274.0		
terminal_991	CLEAN	614	TTE_EXTRACTED	T601	0.647	25	288	EXTRACTABLE	32	286	51.0	278.0		
terminal_992	CLEAN	621	TTE_EXTRACTED	T601	0.642	25	282	EXTRACTABLE	36	280	51.0	272.0		
terminal_993	CLEAN	617	TTE_EXTRACTED	T601	0.615	25	291	EXTRACTABLE	36	289	51.0	281.0		
terminal_994	CLEAN	618	TTE_EXTRACTED	T601	0.656	25	291	EXTRACTABLE	36	290	51.0	281.0		
terminal_995	CLEAN	617	TTE_EXTRACTED	T601	0.633	25	291	EXTRACTABLE	34	290	51.0	281.0		
terminal_996	CLEAN	619	TTE_EXTRACTED	T601	0.644	25	291	EXTRACTABLE	34	289	51.0	281.0		
terminal_997	CLEAN	617	TTE_EXTRACTED	T601	0.626	25	291	EXTRACTABLE	36	290	51.0	281.0		
terminal_998	CLEAN	615	TTE_EXTRACTED	T601	0.606	25	290	EXTRACTABLE	36	289	51.0	280.0		
terminal_999	CLEAN	617	TTE_EXTRACTED	T601	0.621	25	291	EXTRACTABLE	36	288	51.0	281.0		
terminal_1000	CLEAN	619	TTE_EXTRACTED	T601	0.649	26	292	EXTRACTABLE	37	290	52.0	282.0		
terminal_1001	CLEAN	618	TTE_EXTRACTED	T601	0.69	25	291	EXTRACTABLE	36	289	51.0	281.0		
terminal_1002	CLEAN	616	TTE_EXTRACTED	T601	0.573	25	287	EXTRACTABLE	36	282	51.0	277.0		
terminal_1003	CLEAN	611	TTE_EXTRACTED	T601	0.6	25	287	EXTRACTABLE	36	286	51.0	277.0		
terminal_1004	CLEAN	611	TTE_EXTRACTED	T601	0.576	25	287	EXTRACTABLE	36	286	51.0	277.0		
terminal_1005	CLEAN	607	TTE_EXTRACTED	T601	0.616	25	285	EXTRACTABLE	36	284	51.0	275.0		
terminal_1006	CLEAN	609	TTE_EXTRACTED	T601	0.585	25	285	EXTRACTABLE	36	284	51.0	275.0		
terminal_1007	CLEAN	608	TTE_EXTRACTED	T601	0.585	25	285	EXTRACTABLE	36	284	51.0	275.0		
terminal_1008	CLEAN	403	TTE_EXTRACTED	T601	0.575	25	287	EXTRACTABLE	32	286	51.0	277.0		
terminal_1009	CLEAN	587	TTE_EXTRACTED	T602	0.621	23	259	EXTRACTABLE	34	257	49.0	249.0		
terminal_1010	CLEAN	619	TTE_EXTRACTED	T602	0.621	73	309	EXTRACTABLE	84	307	99.0	299.0		
terminal_1011	CLEAN	589	TTE_EXTRACTED	T601	0.569	25	261	EXTRACTABLE	36	260	51.0	251.0		
terminal_1012	CLEAN	601	TTE_EXTRACTED	T604	0.45	90	398	EXTRACTABLE	29	260	51.0	250.0		
terminal_1013	CLEAN	593	TTE_EXTRACTED	T601	0.596	25	260	EXTRACTABLE	36	259	51.0	250.0		
terminal_1014	CLEAN	584	TTE_EXTRACTED	T601	0.626	25	264	EXTRACTABLE	36	262	51.0	254.0		
terminal_1015	CLEAN	585	TTE_EXTRACTED	T602	0.631	25	259	EXTRACTABLE	36	257	51.0	249.0		
terminal_1016	CLEAN	581	TTE_EXTRACTED	T601	0.593	25	259	EXTRACTABLE	36	258	51.0	249.0		
terminal_1017	CLEAN	588	TTE_EXTRACTED	T601	0.561	25	259	EXTRACTABLE	36	258	51.0	249.0		
terminal_1018	CLEAN	585	TTE_EXTRACTED	T601	0.576	25	259	EXTRACTABLE	31	257	51.0	249.0		
terminal_1019	CLEAN	587	TTE_EXTRACTED	T601	0.53	25	259	EXTRACTABLE	32	258	51.0	249.0		
terminal_1020	CLEAN	597	TTE_EXTRACTED	T604	0.457	90	405	EXTRACTABLE	22	257	51.0	249.0		
terminal_1021	CLEAN	582	TTE_EXTRACTED	T602	0.798	28	261	EXTRACTABLE	40	253	54.0	251.0		
terminal_1022	CLEAN	586	TTE_EXTRACTED	T601	0.564	28	265	EXTRACTABLE	43	257	58.0	255.0	28	265
terminal_1023	CLEAN	591	TTE_EXTRACTED	T602	0.683	32	268	EXTRACTABLE	40	266	58.0	258.0		
terminal_1024	CLEAN	586	TTE_EXTRACTED	T602	0.691	28	263	EXTRACTABLE	37	261	54.0	253.0		
terminal_1025	CLEAN	585	TTE_EXTRACTED	T602	0.722	28	261	EXTRACTABLE	38	251	54.0	251.0		
terminal_1026	CLEAN	580	TTE_EXTRACTED	T602	0.684	28	261	EXTRACTABLE	40	251	54.0	251.0		
terminal_1027	CLEAN	604	TTE_EXTRACTED	T602	0.616	54	289	EXTRACTABLE	65	287	80.0	279.0		
terminal_1028	CLEAN	576	TTE_EXTRACTED	T603	0.665	26	261	EXTRACTABLE	37	260	52.0	251.0		
terminal_1029	CLEAN	577	TTE_EXTRACTED	T603	0.661	26	261	EXTRACTABLE	37	260	52.0	251.0		
terminal_1030	CLEAN	573	TTE_EXTRACTED	T603	0.669	26	261	EXTRACTABLE	37	260	52.0	251.0		
terminal_1031	CLEAN	255	TTE_EXTRACTED	T603	0.684	26	255	C_TRUNCATED						
terminal_1032	CLEAN	585	TTE_EXTRACTED	T603	0.69	26	261	EXTRACTABLE	37	260	52.0	251.0		
terminal_1033	CLEAN	580	TTE_EXTRACTED	T603	0.669	26	261	EXTRACTABLE	37	260	52.0	251.0		
terminal_1034	CLEAN	572	TTE_EXTRACTED	T602	0.564	26	261	EXTRACTABLE	37	260	52.0	251.0	26	261
terminal_1035	CLEAN	646	TTE_EXTRACTED	T602	0.596	88	322	EXTRACTABLE	99	321	114.0	312.0		
terminal_1036	CLEAN	353	TTE_EXTRACTED	T602	0.592	28	262	EXTRACTABLE	39	262	54.0	252.0		
terminal_1037	CLEAN	589	TTE_EXTRACTED	T602	0.588	28	262	EXTRACTABLE	39	262	54.0	252.0		
terminal_1038	CLEAN	586	TTE_EXTRACTED	T602	0.584	28	262	EXTRACTABLE	39	262	54.0	252.0		
terminal_1039	CLEAN	586	TTE_EXTRACTED	T602	0.621	28	262	EXTRACTABLE	40	261	54.0	252.0		
terminal_1040	CLEAN	585	TTE_EXTRACTED	T602	0.585	28	262	EXTRACTABLE	25	262	54.0	252.0		
terminal_1041	CLEAN	590	TTE_EXTRACTED	T602	0.611	39	272	EXTRACTABLE	48	271	65.0	262.0		
terminal_1042	CLEAN	584	TTE_EXTRACTED	T602	0.621	28	261	EXTRACTABLE	35	260	54.0	251.0		
terminal_1043	CLEAN	590	TTE_EXTRACTED	T602	0.565	33	266	EXTRACTABLE	44	265	59.0	256.0		
terminal_1044	CLEAN	563	TTE_EXTRACTED	T604	0.429	89	395	EXTRACTABLE	23	257	51.0	248.0		
terminal_1045	CLEAN	557	TTE_EXTRACTED	T604	0.433	87	387	EXTRACTABLE	32	255	49.0	246.0		
terminal_1046	CLEAN	559	TTE_EXTRACTED	T604	0.424	87	387	EXTRACTABLE	29	254	49.0	246.0		
terminal_1047	OTHER_SUBSTITUTE	316	TTE_EXTRACTED	T626	0.525	25	248	EXTRACTABLE	7	248	50.0	238.0		
terminal_1048	CLEAN	576	TTE_EXTRACTED	T604	0.457	101	412	EXTRACTABLE	41	268	56.0	260.0		
terminal_1049	CLEAN	577	TTE_EXTRACTED	T604	0.432	101	412	EXTRACTABLE	35	268	56.0	260.0		
terminal_1050	CLEAN	600	TTE_EXTRACTED	T604	0.414	113	428	EXTRACTABLE	55	281	68.0	273.0		
terminal_1051	CLEAN	577	TTE_EXTRACTED	T604	0.423	83	374	EXTRACTABLE	32	234	47.0	234.0		
terminal_1052	CLEAN	585	TTE_EXTRACTED	T604	0.456	84	375	EXTRACTABLE	32	235	48.0	235.0		
terminal_1053	CLEAN	583	TTE_EXTRACTED	T604	0.456	84	375	EXTRACTABLE	33	245	48.0	236.0		
terminal_1054	CLEAN	516	TTE_EXTRACTED	T604	0.459	83	374	EXTRACTABLE	29	234	48.0	234.0		
terminal_1055	CLEAN	582	TTE_EXTRACTED	T604	0.456	83	374	EXTRACTABLE	33	234	48.0	234.0		
terminal_1056	CLEAN	575	TTE_EXTRACTED	T604	0.458	82	371	EXTRACTABLE	29	241	48.0	234.0		
terminal_1057	CLEAN	321	TTE_EXTRACTED	T602	0.504	22	246	EXTRACTABLE	33	236	48.0	236.0		
terminal_1058	CLEAN	549	TTE_EXTRACTED	T604	0.433	83	373	EXTRACTABLE	33	238	47.0	235.0		
terminal_1059	CLEAN	565	TTE_EXTRACTED	T604	0.432	87	383	EXTRACTABLE	33	248	48.0	239.0		
terminal_1060	CLEAN	573	TTE_EXTRACTED	T604	0.422	87	387	EXTRACTABLE	30	247	48.0	240.0		
terminal_1061	CLEAN	560	TTE_EXTRACTED	T604	0.422	87	378	EXTRACTABLE	33	248	48.0	239.0		
terminal_1062	CLEAN	555	TTE_EXTRACTED	T604	0.405	81	382	EXTRACTABLE	31	242	46.0	233.0		
terminal_1063	CLEAN	561	TTE_EXTRACTED	T604	0.42	87	378	EXTRACTABLE	33	246	48.0	239.0		
terminal_1064	CLEAN	571	TTE_EXTRACTED	T604	0.429	87	378	EXTRACTABLE	30	248	48.0	239.0		
terminal_1065	CLEAN	569	TTE_EXTRACTED	T604	0.407	87	381	EXTRACTABLE	34	248	48.0	239.0		
terminal_1066	CLEAN	576	TTE_EXTRACTED	T604	0.417	103	394	EXTRACTABLE	49	263	64.0	255.0		
terminal_1067	CLEAN	563	TTE_EXTRACTED	T604	0.414	87	378	EXTRACTABLE	26	238	48.0	238.0		
terminal_1068	CLEAN	562	TTE_EXTRACTED	T604	0.411	87	378	EXTRACTABLE	33	247	48.0	239.0		
terminal_1069	CLEAN	548	TTE_EXTRACTED	T604	0.435	86	368	EXTRACTABLE	31	247	47.0	238.0		
terminal_1070	CLEAN	576	TTE_EXTRACTED	T604	0.413	87	389	EXTRACTABLE	29	248	48.0	239.0		
terminal_1071	CLEAN	560	TTE_EXTRACTED	T604	0.418	87	378	EXTRACTABLE	33	247	48.0	239.0		
terminal_1072	CLEAN	262	TTE_EXTRACTED	T601	0.465	22	249	EXTRACTABLE	22	248	48.0	239.0		
terminal_1073	CLEAN	567	TTE_EXTRACTED	T604	0.408	87	379	EXTRACTABLE	29	246	48.0	239.0		
terminal_1074	CLEAN	563	TTE_EXTRACTED	T604	0.407	86	378	EXTRACTABLE	32	245	47.0	238.0		
terminal_1075	CLEAN	565	TTE_EXTRACTED	T604	0.405	86	378	EXTRACTABLE	33	247	47.0	238.0		
terminal_1076	CLEAN	685	TTE_EXTRACTED	T604	0.42	133	494	EXTRACTABLE	34	299	49.0	291.0		
terminal_1077	CLEAN	654	TTE_EXTRACTED	T604	0.4	93	454	EXTRACTABLE	34	250	49.0	250.0		
terminal_1078	CLEAN	653	TTE_EXTRACTED	T604	0.439	93	454	EXTRACTABLE	35	259	49.0	251.0		
terminal_1079	CLEAN	661	TTE_EXTRACTED	T604	0.442	102	463	EXTRACTABLE	40	268	58.0	260.0		
terminal_1080	CLEAN	642	TTE_EXTRACTED	T604	0.421	93	449	EXTRACTABLE	34	252	49.0	245.0		
terminal_1081	CLEAN	594	TTE_EXTRACTED	T604	0.439	90	404	EXTRACTABLE	33	251	51.0	242.0		
terminal_1082	CLEAN	594	TTE_EXTRACTED	T604	0.398	90	404	EXTRACTABLE	31	250	51.0	242.0		
terminal_1083	CLEAN	582	TTE_EXTRACTED	T604	0.395	86	397	EXTRACTABLE	23	246	48.0	238.0		
terminal_1084	CLEAN	598	TTE_EXTRACTED	T604	0.415	90	405	EXTRACTABLE	31	250	51.0	242.0		
terminal_1085	CLEAN	568	TTE_EXTRACTED	T604	0.414	87	382	EXTRACTABLE	23	245	48.0	239.0		
terminal_1086	RNAP_SUBSTITUTE	1216	TTE_NO_TEMPLATE					NO_HIT						
terminal_1087	CLEAN	583	TTE_EXTRACTED	T604	0.41	87	382	EXTRACTABLE	11	245	48.0	239.0		
terminal_1088	CLEAN	576	TTE_EXTRACTED	T604	0.426	87	382	EXTRACTABLE	4	246	48.0	239.0		
terminal_1089	CLEAN	563	TTE_EXTRACTED	T604	0.426	85	380	EXTRACTABLE	31	243	49.0	237.0		
terminal_1090	CLEAN	557	TTE_EXTRACTED	T604	0.421	86	377	EXTRACTABLE	25	238	47.0	238.0		
terminal_1091	CLEAN	554	TTE_EXTRACTED	T604	0.441	87	378	EXTRACTABLE	30	247	48.0	239.0		
terminal_1092	CLEAN	573	TTE_EXTRACTED	T604	0.408	86	376	EXTRACTABLE	33	245	47.0	238.0		
terminal_1093	CLEAN	560	TTE_EXTRACTED	T604	0.413	84	369	EXTRACTABLE	31	244	46.0	236.0		
terminal_1094	CLEAN	561	TTE_EXTRACTED	T604	0.4	85	375	EXTRACTABLE	10	245	46.0	237.0		
terminal_1095	CLEAN	556	TTE_EXTRACTED	T604	0.351	85	383	EXTRACTABLE	21	247	46.0	237.0		
terminal_1096	CLEAN	563	TTE_EXTRACTED	T604	0.37	85	386	EXTRACTABLE	18	246	46.0	237.0		
terminal_1097	CLEAN	558	TTE_EXTRACTED	T604	0.367	85	378	EXTRACTABLE	27	246	46.0	237.0		
terminal_1098	CLEAN	543	TTE_EXTRACTED	T604	0.379	86	375	EXTRACTABLE	32	245	47.0	238.0		
terminal_1099	CLEAN	564	TTE_EXTRACTED	T604	0.428	83	381	EXTRACTABLE	28	243	47.0	235.0		
terminal_1100	CLEAN	561	TTE_EXTRACTED	T604	0.401	84	372	EXTRACTABLE	30	244	45.0	236.0		
terminal_1101	CLEAN	304	TTE_EXTRACTED	T613	0.495	1	227	EXTRACTABLE	15	226	39.0	217.0		
terminal_1102	CLEAN	304	TTE_EXTRACTED	T613	0.483	1	227	EXTRACTABLE	15	227	39.0	217.0		
terminal_1103	CLEAN	695	TTE_EXTRACTED	T604	0.341	98	429	EXTRACTABLE	33	258	62.0	251.0		
terminal_1104	CLEAN	584	TTE_EXTRACTED	T604	0.368	86	403	EXTRACTABLE	9	246	48.0	238.0		
terminal_1105	CLEAN	539	TTE_EXTRACTED	T604	0.412	87	384	EXTRACTABLE	35	253	50.0	244.0		
terminal_1106	CLEAN	559	TTE_EXTRACTED	T604	0.415	87	384	EXTRACTABLE	35	253	50.0	244.0		
terminal_1107	CLEAN	624	TTE_EXTRACTED	T604	0.341	95	404	EXTRACTABLE	47	256	60.0	247.0		
terminal_1108	CLEAN	596	TTE_EXTRACTED	T604	0.441	89	405	EXTRACTABLE	35	241	50.0	241.0		
terminal_1109	CLEAN	594	TTE_EXTRACTED	T604	0.444	89	403	EXTRACTABLE	32	244	50.0	241.0		
terminal_1110	CLEAN	608	TTE_EXTRACTED	T604	0.428	89	407	EXTRACTABLE	35	251	50.0	241.0		
terminal_1111	CLEAN	582	TTE_EXTRACTED	T604	0.382	93	386	EXTRACTABLE	35	252	59.0	245.0		
terminal_1112	CLEAN	660	TTE_EXTRACTED	T604	0.393	128	418	EXTRACTABLE	21	280	47.0	280.0		
terminal_1113	CLEAN	607	TTE_EXTRACTED	T604	0.401	87	407	EXTRACTABLE	37	247	48.0	238.0		
terminal_1114	CLEAN	610	TTE_EXTRACTED	T604	0.391	86	410	EXTRACTABLE	33	246	47.0	237.0		
terminal_1115	CLEAN	613	TTE_EXTRACTED	T604	0.388	86	413	EXTRACTABLE	34	244	47.0	237.0		
terminal_1116	CLEAN	644	TTE_EXTRACTED	T604	0.392	115	439	EXTRACTABLE	61	265	76.0	265.0		
terminal_1117	CLEAN	618	TTE_EXTRACTED	T604	0.402	139	429	EXTRACTABLE	60	299	100.0	291.0		
terminal_1118	CLEAN	634	TTE_EXTRACTED	T604	0.401	85	390	EXTRACTABLE	17	245	50.0	237.0		
terminal_1119	CLEAN	592	TTE_EXTRACTED	T604	0.415	86	401	EXTRACTABLE	32	247	47.0	238.0		
terminal_1120	CLEAN	586	TTE_EXTRACTED	T604	0.385	87	387	EXTRACTABLE	31	248	48.0	239.0		
terminal_1121	CLEAN	585	TTE_EXTRACTED	T602	0.489	23	253	EXTRACTABLE	23	251	52.0	243.0		
terminal_1122	CLEAN	526	TTE_EXTRACTED	T650	0.503	90	363	EXTRACTABLE	41	259	59.0	250.0		
terminal_1123	CLEAN	526	TTE_EXTRACTED	T650	0.481	90	363	EXTRACTABLE	43	260	59.0	250.0		
terminal_1124	CLEAN	528	TTE_EXTRACTED	T650	0.496	90	363	EXTRACTABLE	42	257	59.0	250.0		
terminal_1125	CLEAN	532	TTE_EXTRACTED	T650	0.47	90	363	EXTRACTABLE	42	259	59.0	250.0		
terminal_1126	CLEAN	531	TTE_EXTRACTED	T650	0.448	90	363	EXTRACTABLE	38	259	59.0	250.0		
terminal_1127	OTHER_SUBSTITUTE	525	TTE_EXTRACTED	T650	0.459	89	361	EXTRACTABLE	41	257	58.0	248.0		
terminal_1128	CLEAN	527	TTE_EXTRACTED	T650	0.485	90	363	EXTRACTABLE	42	259	59.0	250.0		
terminal_1129	CLEAN	531	TTE_EXTRACTED	T650	0.448	91	364	EXTRACTABLE	45	259	60.0	251.0		
terminal_1130	CLEAN	530	TTE_EXTRACTED	T650	0.477	91	364	EXTRACTABLE	36	259	60.0	251.0		
terminal_1131	CLEAN	530	TTE_EXTRACTED	T650	0.451	91	364	EXTRACTABLE	38	258	60.0	251.0		
terminal_1132	CLEAN	540	TTE_EXTRACTED	T650	0.46	91	364	EXTRACTABLE	42	251	60.0	251.0		
terminal_1133	CLEAN	449	TTE_EXTRACTED	T650	0.437	90	362	EXTRACTABLE	35	258	59.0	250.0		
terminal_1134	CLEAN	524	TTE_EXTRACTED	T650	0.462	90	362	EXTRACTABLE	44	257	59.0	250.0		
terminal_1135	CLEAN	526	TTE_EXTRACTED	T650	0.433	90	362	EXTRACTABLE	43	257	59.0	250.0		
terminal_1136	CLEAN	527	TTE_EXTRACTED	T650	0.438	90	362	EXTRACTABLE	35	258	59.0	250.0		
terminal_1137	CLEAN	536	TTE_EXTRACTED	T650	0.455	90	363	EXTRACTABLE	44	258	59.0	250.0		
terminal_1138	CLEAN	521	TTE_EXTRACTED	T608	0.381	1	239	C_TRUNCATED					78	351
terminal_1139	CLEAN	526	TTE_EXTRACTED	T650	0.693	78	351	C_TRUNCATED						
terminal_1140	CLEAN	540	TTE_EXTRACTED	T605	0.413	24	249	EXTRACTABLE	26	237	48.0	237.0		
terminal_1141	CLEAN	551	TTE_EXTRACTED	T608	0.44	3	239	EXTRACTABLE	25	246	47.0	238.0		
terminal_1142	CLEAN	545	TTE_EXTRACTED	T608	0.597	13	260	EXTRACTABLE	45	267	60.0	259.0		
terminal_1143	CLEAN	544	TTE_EXTRACTED	T608	0.506	13	252	EXTRACTABLE	45	258	60.0	251.0		
terminal_1144	CLEAN	382	TTE_EXTRACTED	T607	0.545	22	263	EXTRACTABLE	50	271	69.0	262.0		
terminal_1145	CLEAN	551	TTE_EXTRACTED	T607	0.504	13	264	EXTRACTABLE	43	270	60.0	263.0		
terminal_1146	CLEAN	490	TTE_EXTRACTED	T609	0.427	41	281	EXTRACTABLE	68	289	86.0	280.0		
terminal_1147	CLEAN	525	TTE_EXTRACTED	T608	0.469	40	280	EXTRACTABLE	68	287	85.0	279.0		
terminal_1148	CLEAN	531	TTE_EXTRACTED	T608	0.438	45	285	EXTRACTABLE	73	293	90.0	284.0		
terminal_1149	CLEAN	528	TTE_EXTRACTED	T608	0.456	44	284	EXTRACTABLE	75	292	89.0	283.0		
terminal_1150	CLEAN	531	TTE_EXTRACTED	T608	0.45	45	285	EXTRACTABLE	72	293	90.0	284.0		
terminal_1151	CLEAN	529	TTE_EXTRACTED	T608	0.467	43	283	EXTRACTABLE	71	291	88.0	282.0		
terminal_1152	CLEAN	492	TTE_EXTRACTED	T609	0.467	45	285	EXTRACTABLE	73	292	90.0	284.0		
terminal_1153	CLEAN	520	TTE_EXTRACTED	T609	0.452	39	275	EXTRACTABLE	62	283	84.0	274.0		
terminal_1154	CLEAN	503	TTE_EXTRACTED	T609	0.472	17	258	EXTRACTABLE	48	266	63.0	257.0		
terminal_1155	CLEAN	543	TTE_EXTRACTED	T609	0.447	66	301	EXTRACTABLE	94	309	111.0	300.0		
terminal_1156	CLEAN	543	TTE_EXTRACTED	T609	0.447	66	301	EXTRACTABLE	94	309	111.0	300.0		
terminal_1157	CLEAN	543	TTE_EXTRACTED	T609	0.451	66	301	EXTRACTABLE	94	308	111.0	300.0		
terminal_1158	CLEAN	541	TTE_EXTRACTED	T609	0.454	64	299	EXTRACTABLE	92	307	109.0	298.0		
terminal_1159	CLEAN	550	TTE_EXTRACTED	T609	0.46	68	305	EXTRACTABLE	98	312	114.0	304.0		
terminal_1160	CLEAN	550	TTE_EXTRACTED	T609	0.459	68	305	EXTRACTABLE	99	306	114.0	304.0		
terminal_1161	CLEAN	509	TTE_EXTRACTED	T609	0.435	17	259	EXTRACTABLE	49	267	64.0	258.0		
terminal_1162	CLEAN	556	TTE_EXTRACTED	T607	0.474	15	256	EXTRACTABLE	47	263	62.0	255.0		
terminal_1163	CLEAN	555	TTE_EXTRACTED	T606	0.542	19	256	EXTRACTABLE	35	254	57.0	246.0		
