component_id	component_key	n_pairs	fold	T1	T2	T3	T4
CMP00899	Nb3791f6179c228dcc91188f2fc3a31c414cffe825af22f315eb3e06c0f7c90db	1	train	1	1	1	0
CMP00900	Nb3968306ddb16bb27f0a0e6cc4df778772e9b60c8c577dfc7fb5c04dfd2a8481	1	val	1	1	1	0
CMP00901	Nb3ebbd3c8ce3898c99c34855459d9d47e9bfa64aef7ad1779434b2cda35e7c7c	1	test	1	1	0	0
CMP00902	Nb3feee91d2a41abdfd80c394c1a3683ffd2a3bb1ce8cd15f3bef674945548823	1	train	1	1	1	0
CMP00903	Nb4d077799109543a84d177ac0e5283c3850c52e20a0cea0e3ba29d6160df923c	1	val	1	0	0	0
CMP00904	Nb50f5a2e30e9ecc14bfed3ace4f9f20e91552321223f2e78b14edd16e4491a1a	1	test	1	1	0	0
CMP00905	Nb550f0cb0dcf587e3b0e37f245699aa94a862f49f255a50b714f74198370b76d	1	train	1	1	1	0
CMP00906	Nb64d473e6fb19a9f54f9080d458f59a01de51ea52ecabf80afc00a7a1a5c0d1e	1	val	0	0	0	0
CMP00907	Nb6a34811d49536ef926d3d8fc157d105ba4ea136b7a90c19f5ffe9305ab35921	1	test	1	0	0	0
CMP00908	Nb721c250fc91725a6dd101acd0487f567325a01fbf335950eeacecd3b3253e76	1	train	1	1	0	0
CMP00909	Nb85400c5e08cddf43d86f4551a1bc730d1a07147fe0c85c1ec61a11b45ee4fdc	1	val	1	0	0	0
CMP00910	Nb8cc6b9155f4529ed69a9299d322b2282d9219f59406cb36b3b6158debb2904d	1	test	1	0	0	0
CMP00911	Nb9467dea139abcbcb1a635f12f06a770e83b20a4c95e7e8d4bd3b83cc7ce1f30	1	train	1	1	0	0
CMP00912	Nb97f334438f58dcbe0460b17edd053da95c5f822d324e2359a56c06ee6510fb5	1	val	0	0	0	0
CMP00913	Nb98e4c54478cfa49eeec4cb12714a116489cd852c0f2ad280f44d00f6724072d	1	test	1	0	0	0
CMP00914	Nba1164f7e218313138b53b95b402eaa77540070cf66a0eca4d8a9a3c388e54cd	1	train	0	0	0	0
CMP00915	Nba2e81ca5f1862fe7a9d8f4be2a379917376c24db064d586bfec4b55cf863781	1	val	1	1	0	0
CMP00916	Nba42d57c725c55b94ec7bacdb42790288002cab607313fa009f17c0f65bb496a	1	test	1	1	0	0
CMP00917	Nba451479772e0241095a965d1d17b3d4f694648f1a9ce5edf72b915e5d504cad	1	train	1	1	1	0
CMP00918	Nbaa57dfe3be1f07d2ae6255f460ec64fe4e80a5de1a31e34a2eb4a07b1a6aae5	1	val	1	0	0	0
CMP00919	Nbabda1480db73b7440da2089d99e3142fef6f6a746967753d96345454460c103	1	test	0	0	0	0
CMP00920	Nbb4b439df55cda59c640f25c3d85fcad03586cbb89e4095c6165494dc14d8286	1	train	1	0	0	0
CMP00921	Nbba092584037ee11b8cfe77644a1a655cd8a8db88dce2638e988f9477f0c0db8	1	val	1	1	0	0
CMP00922	Nbc4e895ff1b979c9e4b289b1f3712498b3545178eece6f15c5d30f1f6305f3e2	1	test	1	0	0	0
CMP00923	Nbc57e26e2bb7c291e8252837ec73b277052d254cbceda0f1a7b2e270b87cca9b	1	train	1	0	0	0
CMP00924	Nbcd399e18065139d319a60f7f071511871269f78ea2a7a9f6a3b355805616baa	1	val	1	1	0	0
CMP00925	Nbddbb575f84faa0293afd7aee7bf5256b676d8ff45bdb5dfd792fdcfa8522836	1	test	1	1	0	0
CMP00926	Nbe2a0e68a7c3b3855e9766cb9cd7a48aac3a798063adc1f4631f7c3058fe7b23	1	train	1	1	0	0
CMP00927	Nbe8a4a3eb005f9f0740a908558d0703fd98a0dde46d1afeaec5f1f28ae06312d	1	val	1	1	1	0
CMP00928	Nbe9d88e0b67c26f8684537c96cf3faf9dc2d99c2004475941ff13f98ad04d6ac	1	test	1	0	0	0
CMP00929	Nbef64b558745fdba15f69fcd6219021394fb0b22f8c5555d6b2dc00a84729f1e	1	train	1	1	1	0
CMP00930	Nbfe489ec4d3c5ced24f3ba526833fda21759823de6e823bf24d108c3f2a509d9	1	val	1	0	0	0
CMP00931	Nc03c5d198e0a6b7f4214348b255a80e2d5ef350c64ab5b14246151467042125b	1	test	1	1	1	0
CMP00932	Nc048a817eb70ce787a33a4853d3f3bd32844c5b4460acc0755f417bbdc3cd0c8	1	train	0	0	0	0
CMP00933	Nc157653c34763e723e7a019e950cad479cfedce7aa75f0ca4dbcd220d5a80b3c	1	val	1	1	0	0
CMP00934	Nc29bef85b11296c3722cb429c4779319e0cddac38dd4578ddb2bdaf21b72c58c	1	test	1	1	0	0
CMP00935	Nc2bbf76ee487504da08bcaf2fc1ebf3f61808d0655011685af4a854f7d966fc9	1	train	0	0	0	0
CMP00936	Nc2bd665db22cd69baf7fa0f3e83e88754768fc809bd569fec42ef725cb17babe	1	val	1	1	1	1
CMP00937	Nc310a3116f99d06e748229839d9be86da5cf785ce434398ed9a7c86b879cf19f	1	test	1	1	1	1
CMP00938	Nc39516acea0e6f38eec5d404b3576f71a68099b6926b4d7ab547dd309921d82c	1	train	1	1	0	0
CMP00939	Nc3a6ac534925942ad31854faf0967717ed00beb764ec3d049bbb05ea1758a06e	1	val	1	1	1	0
CMP00940	Nc3f8a869ce308fecf15fa749d8807d9720bd322662b1ca3486a42b122a73c9ec	1	test	1	1	1	0
CMP00941	Nc41512df44ecce9cb81d6441147d01cbf96f5c4c326e5e1c138a81380f4231d6	1	train	1	1	1	0
CMP00942	Nc419ca10ddd1d760bcc5c11174290e2328f5665b89e0d1e453df6584a58f80fc	1	val	1	1	1	0
CMP00943	Nc444ce06d1190c6808e623eae45d0aa11e7cb0d6ab7aa1735d0c54748c0f8c3d	1	test	1	1	0	0
CMP00944	Nc4a14485d912fdcb83ea9340c5d6e76cc709f9e2ccf64a6efb6fe61470e48d5d	1	train	1	1	1	0
CMP00945	Nc4b456cbe7f1dede5d29f3fdb92bd4fa5c8b155d1fc3049975c9f13f34c6558d	1	val	1	1	1	0
CMP00946	Nc5402dee84b7751f79221ca15131585cf21e2b611f0d76e7adb3062c70ccecf0	1	test	0	0	0	0
CMP00947	Nc5e9fe3f3f1be689f692273f29779793716bf91b5a1cddb838eee1dd58ec9e72	1	train	1	0	0	0
CMP00948	Nc63f2310a8e3f107e086ba73eea5ef70a194eace086067bac266dc2ab974ccb4	1	val	1	1	1	0
CMP00949	Nc63ff483120187062aebe386b09944fb37c2e1a2bf19965e900eb96011146181	1	test	1	0	0	0
CMP00950	Nc84da75c99ecf2bc0df726dff2227733778868cef476edaefcab5c027cd8238e	1	train	1	0	0	0
CMP00951	Nc8639043bc81d066c9f4876047d06c51fd1c2ccecd3ceb055d36fd27f0e11304	1	val	1	0	0	0
CMP00952	Nc96769258f674c7777f2afbbbef7bc5e244b7c6a53ec85fd906c583534c63a29	1	test	1	1	1	0
CMP00953	Nc9d3ee3a6c26effebd035244b6bc4646d4a1e65243cc169f7c88860e85d9438f	1	train	1	0	0	0
CMP00954	Nc9d5962362304da94df0e18c0c126edbbaaf396837a2ece08d04344e1d5e217d	1	val	1	0	0	0
CMP00955	Nc9e426587b938143348ee0f05e8a668517d7cf2107655e076f1b7079fba08633	1	test	1	0	0	0
CMP00956	Nca6042719040b7564d93c3fef860922a1af47106b72fea42d08d89f56008166f	1	train	1	1	0	0
CMP00957	Nca9d6716493e113d211f92c21478e8ae470ce66211e6ac485d82ada1a29a144e	1	val	1	1	1	0
CMP00958	Ncb0988dec351a8607343a760ab121dac23bf05bffd1d53de1f6a0716e4a5e294	1	test	1	1	1	0
CMP00959	Ncb7f61594dbc92b8e8165d103b301e5d17240616df8a3c607edaa601407502f8	1	train	1	1	1	0
CMP00960	Ncbdb061fde5b97cdb70ec862afa8e38d12e47936c46f10094017bd89e3d012ba	1	val	0	0	0	0
CMP00961	Ncc467fccf584bff29aa529fd2e79fa48249e4a004d0cd58df9ab3cf34058f7af	1	test	1	0	0	0
CMP00962	Ncc4d294a70269b5ce04569449938477188a40df1ab8ffc64966a6d9eac020a39	1	train	1	1	0	0
CMP00963	Ncca7aa2bcbb3c46981defab8cd6977e93cba4b63afe14175015e2f71e143a899	1	val	1	1	1	0
CMP00964	Nd01158a739111a14293efbb59562035188f9169d648e753ad102cf218102fdd9	1	test	1	1	1	0
CMP00965	Nd120090d30da6f154cdb9beb8028aedb40bdf624ecab38d198cc2bf9fbd339d5	1	train	1	1	0	0
CMP00966	Nd1b9f444ffc8775401f0fa8cfec9950d21503423981cebdda9963328900fdf0e	1	val	1	0	0	0
CMP00967	Nd28f4a2449b5cb848036b25dee4b73f5ac951e8804987f191892f36fe722ffda	1	test	1	1	1	0
CMP00968	Nd2ac071b958e442f9dcbe8f77b89e4ca4536e6483c56b0e69e2232779122bf1d	1	train	1	1	1	0
CMP00969	Nd2fa1a3a8fe15921129703e98fbe9d79327f092f06e2110db602bd03496e19c0	1	val	1	1	1	0
CMP00970	Nd37440fafbbbcadd1a9f527af917b0db63744c9c3f91a0de08572b8cce18f31b	1	test	1	1	0	0
CMP00971	Nd3b8425bb43bcad976ff477130ab255027b156fb0fc4886e5f620132727a2d33	1	train	0	0	0	0
CMP00972	Nd4290e0f083eb5962ffff3f8c8e0a5e6a9315fdb84bc14490673099f13f47726	1	val	1	0	0	0
CMP00973	Nd52b4a6ca9fdc82eb97ffd00528f4dd6de9a8bd5a70b3f7c6196cfc585f1e61b	1	test	1	1	1	0
CMP00974	Nd5e9aa24e7b4dd67a6086ba78f9463d7849e6adf6399b3997234e9f1f99e441f	1	train	0	0	0	0
CMP00975	Nd602031b05968a1a591ab9e805fb9120e2bab5e0f0b88b2e3c14fcfa7aae0d01	1	val	1	1	0	0
CMP00976	Nd6711438387b2c1d32f6102d7ce1a757b397e80511eb4f253646ceda771da879	1	test	0	0	0	0
CMP00977	Nd6ddb2c2b1c37b3f4bfba5ba009e6c85a3bd0ced8636328474981a9840c5bf29	1	train	1	1	0	0
CMP00978	Nd718cb08740f8ecfa5713d76774eb87fdf9a164e5ec00241b7bab130513ee8fb	1	val	1	0	0	0
CMP00979	Nd77dc3977fd1e35b814e8b56b33aa7e93d7d77cdf23a38ff7ee99f6c7f851449	1	test	1	0	0	0
CMP00980	Nd7f2a5f70787b46ef3fc75ce42f668d618cfa6a7af0588dd0fd29300296cc91f	1	train	1	0	0	0
CMP00981	Nd8612853d5fddee8fc5f860e0743857680fbf9dc95a8d421eb2f36873098f473	1	val	1	0	0	0
CMP00982	Nd886151568d46b481ea73510ff07c4d2b8abc914b67c1e34c37c26e67daa42d6	1	test	0	0	0	0
CMP00983	Nd891f1e387b59215e77211d5084ebee6ec3a0a4665fe84928987ea35242d371f	1	train	1	1	1	0
CMP00984	Nd8eab6b3fee0b4ed356d8b8edccd23dc2e72c8a71593a6baedd2853efebac8fe	1	val	1	1	1	0
CMP00985	Nd910f95f55b3103bce8251ef33567fafe070141d5e739d079ed565dfe96b1a51	1	test	1	0	0	0
CMP00986	Nda001be95a83cb4f7bc3a96b7ceaf8bf9bd384730e1ce10abe3e3e295c325d41	1	train	1	1	0	0
CMP00987	Nda5723d5edf78d0230fbacd38473d5dc6b417d63029b3fe5fdbad1d2013b1611	1	val	1	1	1	1
CMP00988	Nda86abdeef05fdd40e2b000c5c48df27d6ad2c7367e97647fd7cf85c0559c652	1	test	1	1	1	0
CMP00989	Nda8df098fd868cb454b5eede48ecdba10756f522bb8f9991f6f9df21df65092d	1	train	1	0	0	0
CMP00990	Ndc08d7f3aab341455ed1b40aec7d1fef0d63a52841174df48844137f481c1c3a	1	val	0	0	0	0
CMP00991	Ndc9559ab2b7e81c73e8f16415ea6a246bdade81f7ebdd93f93fb41c6b01bd873	1	test	1	1	1	0
CMP00992	Ndca3cbd12d44c231b41054b038e9dca0564452d9dea56667317a3bb8ae39a89d	1	train	1	1	1	0
CMP00993	Ndd09a5773f5f7cb2ccf4ab907ea43a78511ed49bd2484b2f75e62108ee88838b	1	val	1	1	1	0
CMP00994	Nddba718f9581f0bd13d3d83a424b74b0d1b10253a3002b8d5dd7f37319b6eb81	1	test	0	0	0	0
CMP00995	Ndf07863d8cc13fc4a6890597f4990cd019ebf5af754d3284385f724a331d34c7	1	train	1	1	0	0
CMP00996	Ndf0b7659dc9cc29628c830aff59db4e591b925709265eadbc24143d1c6148407	1	val	1	1	0	0
CMP00997	Ne08273ac7f0f6874b573b8d33d7773739afe310cab27fcbb0ebc6d011d4c0d6d	1	test	1	1	1	0
CMP00998	Ne0b0c6f8839b6fe3de35c7e6f24dc1422ba48db82f412a147746dd899db50319	1	train	1	1	1	1
CMP00999	Ne0e2ea8cbe6369a96def75f4cfff1e95297780aeda95bba2e393d6501e8e2dc6	1	val	1	0	0	0
CMP01000	Ne10f1c055fa35f5e89eab29f7b43ee3dc8d827fe25d116c7ed5adcbcf42cecc3	1	test	1	1	1	0
CMP01001	Ne15a65aa47b7f9d5f06527e3dcf8de4e3686a3d101acbf5156817d780733097b	1	train	1	0	0	0
CMP01002	Ne17825bd937ee509d7984e5380cc624bfb09f802353c954347b075013f605cfb	1	val	1	1	1	0
CMP01003	Ne186a5e0a95c9dd9f6cb6e9071e56a9299622ff19719129fd2b24a671c47aaa7	1	test	1	1	0	0
CMP01004	Ne1a09dd40d583d469aedb5e408143eb9cd545441cd0262a6cd3899748872754d	1	train	1	1	0	0
CMP01005	Ne221d43e5667506eb330d59183cc65ff3dadf818c9cacbbd5c2f9b1f11976c61	1	val	1	1	1	0
CMP01006	Ne2775093de22e867952bb294f8841c0e4e2d976c0d3c321683eb310bb393fa3e	1	test	1	0	0	0
CMP01007	Ne2f5f81a2fd63cc1567e156b01954bd5c2f290c4e4fcd1f1484046c8a8a5f7a4	1	train	1	0	0	0
CMP01008	Ne3475a764716b8a899b857cfe0b12da58467e992a97ee18c65f773efd73d4960	1	val	1	1	1	1
CMP01009	Ne3518ebecf3a1d47745d93890b09903de018893c789ae94f20ad1777ae0b565b	1	test	1	0	0	0
CMP01010	Ne370cdb8705630bec4f51cf0f87b7118e5b13097d9f0407ba091e6d2a40b380b	1	train	1	1	1	0
CMP01011	Ne4039ce19c9ad5e1bacbeec8278569c65bdbaed06c1bc467909f68f7f8adc97a	1	val	1	1	1	0
CMP01012	Ne46f6050b5e19c56c284a7f497be4d6fcd72d908c2896e583a7e6fb2cf3c2768	1	test	1	1	1	0
CMP01013	Ne4b80fc1785f96a83d68e3f734c0af01d92ecec8c0a904f037a67518663e9e04	1	train	1	0	0	0
CMP01014	Ne4c970d018531c10b0cb4db50578d434fafd4ce47a2ed838216f22777dac68a9	1	val	1	1	1	1
CMP01015	Ne565849685340b36eb36a7810a4f7d33dbd9dfa97956e23edb881bb330b726b3	1	test	0	0	0	0
CMP01016	Ne5acc1545866d4759f86437fa2c47ece5f8bd6363da95ee4b3d71b9f885a7cae	1	train	1	1	1	0
CMP01017	Ne63f574895ace28c8c4f8b2ad2e346e7c06f0838e45bde675b0ddf60257b50c7	1	val	1	1	0	0
CMP01018	Ne749b92e56c2ba7b6241e8af9d840905368c5b8ca922aa429a049d5de9bc863e	1	test	1	1	0	0
CMP01019	Ne81a800df8e6403fae20b2bd6b2a1b5a7b689e1350d91772cd3aa3649d343920	1	train	1	1	1	0
CMP01020	Ne83f95de4700e87fe9ec498e76979b9afb15f112ee80d34c89fecce306fec8f2	1	val	1	0	0	0
CMP01021	Ne85026cbc93b9500b7df4fe9d75a078f04efb6385250e201674d0585ed5dedfb	1	test	1	0	0	0
CMP01022	Ne895fca5c55113e3ea758e4134f97a201747c9cf9cf889cf179c30085461960b	1	train	1	0	0	0
CMP01023	Ne8a160e7a74b0faea4868ce751c7d7fcfec5c1ce80b53cbf4cb7537da462cee0	1	val	1	1	1	0
CMP01024	Ne8ba5c59b5bc389050daaa4ef51c9ee7299cc4490b178a347d62e51bafb36f02	1	test	1	1	1	1
CMP01025	Ne8ffee62d90915cae22bbd334ff66bae197d326eb9cf1d329e14523722af1e74	1	train	1	1	0	0
CMP01026	Ne9bca918e09c149ff5d41c549c4fdeaa8fe50ab2d91c17fada356bee815e4135	1	val	1	1	0	0
CMP01027	Neaf959bdda355847de12ff18462175bb69516ab8bf17eaf83f53f31eeaace337	1	test	1	1	1	0
CMP01028	Neb03f6d2fea0af7896ffd146c0d5c863a1fd79aa7b76f33788b2319c59577a2a	1	train	1	1	1	1
CMP01029	Neb1196ceacc6e9ab0bb4c1bbb2b5b6bc4d865d5e613d449e8ae136ba3313f5d9	1	val	1	1	1	0
CMP01030	Neb8bebe0652182255c0917ed15521e9877dbf0f9aa239d1968aa860011c2f7cf	1	test	1	1	0	0
CMP01031	Neb9696ada9f4ffc7c83b0b8c127b0f34ca684f08e041237fe1a40aaf88816162	1	train	1	1	1	0
CMP01032	Nec3eb3b0b927ecb72bdc25dc8df7edfcde9ea913bb827ef257380d8c0112e421	1	val	1	1	1	0
CMP01033	Necb6c920366bf98419065e0751a8d5dd4b9349be88b4b4802cd7c7baad24a6f5	1	test	1	1	0	0
CMP01034	Necc077008d0f5417a48b37f2207965328a00050e5622d6152f42080edfeebe8d	1	train	1	1	1	0
CMP01035	Ned2d9d22787d1fd7ae93d30ad078b798ea28295a10b4482d5f71e9d33a831362	1	val	0	0	0	0
CMP01036	Nee05207beafe3e21d1cedf5c7d5487d29aac3973f658432db54533b2ee58b7e6	1	test	1	0	0	0
CMP01037	Nee307a61a75bfc1db47c678df8db3e17cf81c2120eefdf9f15c929945f278310	1	train	1	1	0	0
CMP01038	Nee6980cd03a331fc565230bbd190a01bd9dd1d62ccd7dcaa6328b2e9a8df79d6	1	val	1	1	1	0
CMP01039	Nef12b12f5dc6132e06da7018c4052bf6663372f75c8e34ac28dca7cb6018b4ec	1	test	1	1	1	1
CMP01040	Nef2e4cce8dec5aac4e32728900d842d31fd88884c0274363c70a6dbab99bda96	1	train	1	0	0	0
CMP01041	Nef3e9a1f5be589864fbfd8efae0810d0b5a214fe4e4649c24e902f39c4b42de2	1	val	1	0	0	0
CMP01042	Nef8e05dcecdec0ab4f973d4099e2068929e583adc8f6868038e8ca72154b19a7	1	test	1	0	0	0
CMP01043	Nefdb323909f0bf5717bfe2404141207d12fa59bf7bd372ddebab1b01a89b09e2	1	train	1	0	0	0
CMP01044	Nf166d77a2cf114e41c9b4175f23e523aa8d71fd2dae94ae7cacd9ee129aea186	1	val	1	1	0	0
CMP01045	Nf1ac69dd81ee447e2ca3dc54f7b5fe76578b6b3d81b25d2db3968c88bfcc64f4	1	test	1	1	1	0
CMP01046	Nf1dc9fb263f538a1b284aa8b7df234dbfdaff7ccc0ce509d73fe2e5287ec9a14	1	train	1	1	1	0
CMP01047	Nf21920cca6e13679322a39029f70de0f741aac5aad529891b23966ef291fb39c	1	val	1	1	1	0
CMP01048	Nf2427dda05af2d66e78952ee9e42ad6cc0769ec46a1606e53ea48dd1c1547b71	1	test	1	1	1	0
CMP01049	Nf25f19daa8d5f36ebeae55f08034cd7bae2588109982115852e00c59a6ce7ce5	1	train	1	0	0	0
CMP01050	Nf3b25fddc7e5ebf92e1a13d7168f0265353d56df34ed176cdab829943135d0d0	1	val	1	0	0	0
CMP01051	Nf47f1a2c647654b4edb9c809679fafc7f324613e50a351c2c503ace89b570649	1	test	1	0	0	0
CMP01052	Nf485ff54cf37fb3d4a0599f16d8eec13433bb141bcab3ba0eb7eb734afec194b	1	train	1	0	0	0
CMP01053	Nf53304735bab9fe04928acd2d4275fb158f72ae2912cb387dbaf3f01b2e59c4a	1	val	1	0	0	0
CMP01054	Nf5845135d424d423ad610790fde5ddb77d9fe2c04142846c53353201ed204d66	1	test	1	0	0	0
CMP01055	Nf588956404eee382747b655b3473997d63a3d2c841ee1eadbbc8c0cf924820f9	1	train	1	0	0	0
CMP01056	Nf60e62858c289dccfdedd5ff15061384aab75b4a68af37e962fbfa1d88a0fc62	1	val	1	1	1	0
CMP01057	Nf653169630dccadd0f8e63313b6571a5194ae5f569a8e99b1c19a4f29ddb53f8	1	test	1	1	1	0
CMP01058	Nf69d9d243e10d9af2c7190e1633eda9e7035e0b0cf922b9ffa9af03f6ec2490e	1	train	1	1	1	0
CMP01059	Nf6d5d597dc435561d312dd71b2848a5672f1c896f6361d240bf0049520a2c3d5	1	val	1	1	1	0
CMP01060	Nf8659cda8d6b18cc329055af412a85d6106d039c211fed5b0968293c2a414a9d	1	test	1	1	1	0
CMP01061	Nf9294aa303385bd3c864c6927ed9bd66d95c8cea8be371592260a8b7d5e500f7	1	train	1	1	1	0
CMP01062	Nfa409e2ca30e2d415e31047f7dc57f3391596134a24721624afb64c07eeb7ba3	1	val	1	1	0	0
CMP01063	Nfab0c56077dc8215495452144e062b444d5c6d79e776aac2aab35f7c9fab1a56	1	test	1	1	0	0
CMP01064	Nfb779eeba41521e96e7d262f194828c9de71743580e706c0336ed3981f6a34b6	1	train	0	0	0	0
CMP01065	Nfcdba973e9f5e1dc1c1ac5de518efa46ba7f72cbe9acb696d03019745e00979b	1	val	1	1	0	0
CMP01066	Nfcee4976179ad29ce989875167651630c70aeafa7f99de7aaab77b45800a93a5	1	test	1	1	0	0
CMP01067	Nfd34ab1195f68fe236dc4489f56d259c35699c24366cb2f9c1fb908b72fbcc00	1	train	1	0	0	0
CMP01068	Nfd5ec7e5c7392379557f9dcf303db1f6c4701658e4090e7b1201e57109790886	1	val	1	1	1	0
CMP01069	Nfd98301f0782a3abab59c28fb27e5d03589575b27afb008b15acd664b902fb72	1	test	1	1	0	0
CMP01070	Nfe0f4d477f5b9b10e9248adfb6d1cfebfec8bbe67348a8abf767bcb43b4e3a7c	1	train	1	1	0	0
CMP01071	Nff4b54fd8cd14c67b7620e11f554de458d42772d4d89685d93e2d6a63e6526b1	1	val	1	1	0	0
CMP01072	Nff5b39627c96e0ff735151cf46285f3a6ce591824c04dbf66be2606f6a7ac47b	1	test	1	1	1	0
CMP01073	Nff78a058c614323490df29ef3f841fb3b58858008edda7758f1d8c562a67b9a9	1	train	1	0	0	0
CMP01074	Nff7b6b88c464d00799cccf02f42c4eea139b1634c96eb7e4b8b7c6eef96f0929	1	val	1	1	1	0
