asset_id	audit_scope	path	kind	sha256	bytes	mtime	producer	inputs	n_records	identity_group	identity_group_size	reuse_grade	reuse_decision	notes
V2_V3_V5_D2:V4.SUPP.myRT-FastTree2.refpkg/RVT-ref.sto	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.sto	reference_file	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					RED	prior sequence set/alignment; rebuild from graded inputs	
V2_V3_V5_D2:V4.SUPP.myRT-FastTree2.refpkg/RVT-ref.tre	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.tre	reference_file	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior tree; comparator only	
V2_V3_V5_D2:V4.SUPP.myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	reference_file	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	2025-11-19 14:11	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior run log / clustering; record-only	
V2_V3_V5_D2:V4.SUPP.report_ncbi_bacteria_Bacteria.html	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/report_ncbi_bacteria_Bacteria.html	reference_file	019c5c1c45aa566c349d552b52f89d6cbb55fa3177b953e8be7c2442dd9cdc99	2998431	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	
V2_V3_V5_D2:V4.SUPP.report_template.html_8.j2	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/report_template.html_8.j2	reference_file	0ace8b31f5eee357b79834e864c2555fea351ce9de938fd096d067d382ba2da8	96659	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	
V2_V3_V5_D2:V4.SUPP.supp_material_systematic_prediction_paper.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/supp_material_systematic_prediction_paper.csv	reference_file	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	2026-07-22 00:18	external (Mestre 2020 / Toro / myRT / NCBI)		1929	G0020	7	GREEN	RAW published input; one content per identity group — never count copies as independent	body (after header line) identical across all three Mestre CSV variants, only header labels differ; 1,928 data rows + 1 all-empty trailing row
V2_V3_V5_D2:V4.SUPP.support.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/support.csv	reference_file	80b2f565515c96bb1b9b0082c261dd6184c67672e29bb96c813cf6abdd9d9577	371323	2026-08-16 15:23	external (Mestre 2020 / Toro / myRT / NCBI)		175	G0027	6	AMBER	prior table; re-derive before use	
V2_V3_V5_D2:V4.SUPP.taxonomy_lookup.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/taxonomy_lookup.tsv	reference_file	2abfe69ef18fd994e09b04e298373aa7092a8dfecfe44a8c310da02fdb75a5ea	624764403	2026-07-20 18:21	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior table; re-derive before use	
V2_V3_V5_D2:V4.SUPP.toro_2014_Rt0-Rt7.FASTA	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/toro_2014_Rt0-Rt7.FASTA	reference_file	6e43c4ccd3660f4cc1b8c3903ee53cb530552475c2b1d0eef9a55530d08e95b1	1186359	2026-08-16 14:44	external (Mestre 2020 / Toro / myRT / NCBI)			G0057	3	GREEN	RAW published input; one content per identity group — never count copies as independent	
V2_V3_V5_D2:V2.SUPP.Supp_material_T1_R1_systematic_prediction.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V2/MELISSA_DATA/supporting_material/Supp_material_T1_R1_systematic_prediction.csv	reference_file	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	2026-07-07 10:58	external (Mestre 2020 / Toro / myRT / NCBI)		1929	G0013	8	GREEN	RAW published input; one content per identity group — never count copies as independent	body (after header line) identical across all three Mestre CSV variants, only header labels differ; 1,928 data rows + 1 all-empty trailing row
V2_V3_V5_D2:V2.SUPP.gem_metadata.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V2/MELISSA_DATA/supporting_material/gem_metadata.tsv	reference_file	fd0ad382e4ec9dbc07915333b6c2e4b53257f6d3a9f47aad7da1d2cad6e83e37	12350919	2026-06-26 21:33	external (Mestre 2020 / Toro / myRT / NCBI)		52515			AMBER	prior table; re-derive before use	
V2_V3_V5_D2:V2.SUPP.report_ncbi_bacteria_Bacteria.html	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V2/MELISSA_DATA/supporting_material/report_ncbi_bacteria_Bacteria.html	reference_file	019c5c1c45aa566c349d552b52f89d6cbb55fa3177b953e8be7c2442dd9cdc99	2998431	2026-07-06 18:37	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	
V2_V3_V5_D2:V2.SUPP.report_template.html_8.j2	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V2/MELISSA_DATA/supporting_material/report_template.html_8.j2	reference_file	0ace8b31f5eee357b79834e864c2555fea351ce9de938fd096d067d382ba2da8	96659	2026-07-06 18:37	external (Mestre 2020 / Toro / myRT / NCBI)					UNGRADED	DO-NOT-USE until graded (WA-L.3)	
V2_V3_V5_D2:V2.SUPP.support.csv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V2/MELISSA_DATA/supporting_material/support.csv	reference_file	80b2f565515c96bb1b9b0082c261dd6184c67672e29bb96c813cf6abdd9d9577	371323	2026-07-07 10:58	external (Mestre 2020 / Toro / myRT / NCBI)		175	G0027	6	AMBER	prior table; re-derive before use	
V2_V3_V5_D2:V2.SUPP.taxonomy_lookup.tsv	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V2/MELISSA_DATA/supporting_material/taxonomy_lookup.tsv	reference_file	2abfe69ef18fd994e09b04e298373aa7092a8dfecfe44a8c310da02fdb75a5ea	624764403	2026-07-06 18:37	external (Mestre 2020 / Toro / myRT / NCBI)					AMBER	prior table; re-derive before use	
V2_V3_V5_D2:ROOTA.supp	V2_V3_V5_D2	/home/borg/RETRON_CLAUDE_PART1/supplementary_material	dir	MISSING								RED	PATH GONE — use the sha256-identical copy in v7 MELISSA_DATA/supplementary_material	Root A: does not exist (RETRON_CLAUDE_PART1 holds only claude_specs/)
V2_V3_V5_D2:RJ.tree.S1	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/Supplementary FiLE S1_RT_Tree.newick.nwk	tree	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	2026-03-02 01:42	Mestre 2020 supp			G0015	7	AMBER	prior tree; comparator only	'foreign copy' cited by V2; sha-identical to Supplementary_mestre_Tree.nwk (md5 73333b3d...)
V2_V3_V5_D2:V2.phylo_plan.status	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V2/ARIS_OUTPUT/phylogeny_paper_plan/STATUS.md	doc	0e97a0a652c2125db1882bb04e953d31340402d29b3db7dde91f0b50912d47ba	8575	2026-07-24 21:47	V2 2026-07-24					CLAIM-ONLY	prose; claims must be re-derived before citation	Mestre-tree placement plan; clean placement 'READY - not yet run'; April-scaffold numbers VOID
V2_V3_V5_D2:V2.stage3_ncrna.report	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V2/ARIS_OUTPUT/stage3_ncrna/REPORT.md	doc	500ff16b1d8e691b35aa5a036b3db8eebf0709d94e0e3ebc6a0b70e2d91ccf9d	15784	2026-07-09 02:04	V2	support.csv (175 Mestre positives)				CLAIM-ONLY	prose; claims must be re-derived before citation	21-CM recall on Mestre positives; 96/175 assessable
V2_V3_V5_D2:V5.claim.mestre2020-60pct-cutoff-set-after-scoring	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/research-wiki/claims/mestre2020-60pct-cutoff-set-after-scoring.md	claim	a67b49c22a4385352e32cad75b11075749199b183bbdb3cc7ce1b6bd517a7e24	2003	2026-08-31 20:41	V5 stage0c/stage1			G0323	1	CLAIM-ONLY	prose; claims must be re-derived before citation	see v235_lineage.md §5
V2_V3_V5_D2:V5.claim.mestre-reference-count-four-values	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/research-wiki/claims/mestre-reference-count-four-values.md	claim	a9ff3348f45d6a066add05c2562261a6d06448e1b022d567ac85259b6282adee	1853	2026-08-31 20:41	V5 stage0c/stage1			G0311	1	CLAIM-ONLY	prose; claims must be re-derived before citation	see v235_lineage.md §5
V2_V3_V5_D2:V5.claim.mestre2020-retron-reference-set-1928	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/research-wiki/claims/mestre2020-retron-reference-set-1928.md	claim	dac18f08fde4d810f7c67d8223a01e2be0fcfe9b6f5d9f746b1e9b62fa7a9ef0	1970	2026-08-31 20:41	V5 stage0c/stage1			G0324	1	CLAIM-ONLY	prose; claims must be re-derived before citation	see v235_lineage.md §5
V2_V3_V5_D2:V5.claim.padloc-retron-ncrna-cms-authored-by-mestre	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/research-wiki/claims/padloc-retron-ncrna-cms-authored-by-mestre.md	claim	dfb7d2031d8dd771b365cf0d7cf892136298e1954cf165d4d1c06e47c48fd0fb	5568	2026-09-01 13:31	V5 stage0c/stage1			G0362	1	CLAIM-ONLY	prose; claims must be re-derived before citation	see v235_lineage.md §5
V2_V3_V5_D2:V5.claim.toro2026-hmms-seeded-from-mestre	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/research-wiki/claims/toro2026-hmms-seeded-from-mestre.md	claim	e76aa36e307d9fbe6ff4942d13064b2d212e05bc8fe94f879bd957dae83ed1f4	2145	2026-08-31 20:41	V5 stage0c/stage1			G0497	1	CLAIM-ONLY	prose; claims must be re-derived before citation	see v235_lineage.md §5
V2_V3_V5_D2:V5.paper.mestre2020	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/research-wiki/papers/mestre2020_systematicpredicion2020.md	paper_page	aaf49f4b9c0f851d919bfbe721c3f492bc1a0ddac1fbf528736b9dd89a7c07a7	8188	2026-09-01 15:47	V5 (modified, uncommitted)			G0325	1	CLAIM-ONLY	prose; claims must be re-derived before citation	cites tables/s03_premise_grades.tsv - exists only under stage2_ncrna_position/
V2_V3_V5_D2:V5.verif.mestre_residues	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/ARIS_OUTPUT/stage0g_synthesis/VERIFICATION_mestre_residues.md	doc	00eba543935529ca6b51fd28de77dda2c755c697b9410c3f8ba9da103ce8c93b	14692	2026-09-01 00:30	V5 stage0g (ARIS_OUTPUT gitignored)	V4 artefacts		G0161	1	CLAIM-ONLY	prose; claims must be re-derived before citation	1,926 residues via Node join; 112 |rescued (91 same stem, 21 other genome)
V2_V3_V5_D2:V5.text.mestre	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/ARIS_OUTPUT/stage0c_literature/cache/text/49dcf404b055b066.txt	text	014dd8ca48355ba5d3d3c8825792ca81b95e38d24298e09777cdc9b632214c00	105574	2026-08-31 20:22	V5 stage0c	Mestre PDF	953	G0022	6	CLAIM-ONLY	prose; claims must be re-derived before citation	anchors '1912 retron/retron-like' (l.88/230) and 'cutoff of 60%' (l.141) present
V2_V3_V5_D2:V5.axis_grading	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/ARIS_OUTPUT/stage1_paper_positioning/AXIS_LINEAGE_GRADING.md	doc	e8cd4f3e4279e87a4c20f48d4cea947d8b562a36b38c23c521df5521a27d9af8	15287	2026-09-01 13:31	V5 stage1					CLAIM-ONLY	prose; claims must be re-derived before citation	N1 source for padloc CM authorship claim
V2_V3_V5_D2:V5.toro.calibrate	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/Toro_2026/spire_pipeline_scripts/02_hmm_calibrate_and_classify.py	script	6be536115dd3d0b534e29f783f0c03fa83147c52e45caebe4c2e6c8c1b263860	5939	2026-05-16 13:38	Toro 2026 release					REFERENCE	prior code: read for method, re-implement; never evidence	'--refs_fasta mestre_1928_refs.fasta' (l.16), 'All 1928 reference sequences FASTA' (l.33)
V2_V3_V5_D2:V5.toro.hmms	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/Toro_2026/SPIRE_retron_type_specific_HMMs.tar.gz	hmm_archive	046d42d538b26a87ac4d62bf09c97c39046ae6c64abddff340f00e25d5d8d4d3	1057761	2026-08-31 14:44	Toro 2026 release					UNGRADED	DO-NOT-USE until graded (WA-L.3)	29 type HMMs, NSEQ sum 1,927 (+ all_retron_RT.hmm = concat of the 29)
V2_V3_V5_D2:BEN.prov.Supp_material_with_download_status.csv	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Mestre_sequences/Supp_material_with_download_status.csv	provenance	909b537de0fd8ed9b2298c0e0cc8298ca5459912ba18a04e046e38afa4fddea1	382636	2026-03-08 09:44	Ibex downloader/rescue/fix_wp scripts 2026-03-08 (/ibex/project/c2350/PHYLOGENETIC_TREE) - script NOT FOUND on borg	Supp_material_T1_R1_systematic_prediction.csv	1929	G0045	3	AMBER	download provenance; rescue logic reconstructed from logs only (script on Ibex)	
V2_V3_V5_D2:BEN.prov.rescued_accessions.csv	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Mestre_sequences/rescued_accessions.csv	provenance	cb793e200e020153abe0a070bbb52132270840c4666552f23a20d5fd86426765	16151	2026-03-08 10:09	Ibex downloader/rescue/fix_wp scripts 2026-03-08 (/ibex/project/c2350/PHYLOGENETIC_TREE) - script NOT FOUND on borg	Supp_material_T1_R1_systematic_prediction.csv	154	G0051	3	AMBER	download provenance; rescue logic reconstructed from logs only (script on Ibex)	
V2_V3_V5_D2:BEN.prov.dead_accessions_manual_review.csv	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Mestre_sequences/dead_accessions_manual_review.csv	provenance	5dec8aa08454f14c736caa2acd1936e6c27c1260a115f9008e76d54432894fe9	9075	2026-03-08 09:31	Ibex downloader/rescue/fix_wp scripts 2026-03-08 (/ibex/project/c2350/PHYLOGENETIC_TREE) - script NOT FOUND on borg	Supp_material_T1_R1_systematic_prediction.csv	113	G0048	3	AMBER	download provenance; rescue logic reconstructed from logs only (script on Ibex)	
V2_V3_V5_D2:BEN.prov.still_manual_review.csv	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Mestre_sequences/still_manual_review.csv	provenance	8a805b5daabea1e16d5be798e16d1e215b125db5155dad58ca6338b98dee451e	2032	2026-03-08 10:09	Ibex downloader/rescue/fix_wp scripts 2026-03-08 (/ibex/project/c2350/PHYLOGENETIC_TREE) - script NOT FOUND on borg	Supp_material_T1_R1_systematic_prediction.csv	30	G0056	3	AMBER	download provenance; rescue logic reconstructed from logs only (script on Ibex)	
V2_V3_V5_D2:BEN.prov.wp_fix_report.csv	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Mestre_sequences/wp_fix_report.csv	provenance	e537ac76816556184624ff7584e127257080ec72106929c1dac5d8b3c25a7e11	1583	2026-03-08 10:24	Ibex downloader/rescue/fix_wp scripts 2026-03-08 (/ibex/project/c2350/PHYLOGENETIC_TREE) - script NOT FOUND on borg	Supp_material_T1_R1_systematic_prediction.csv	30	G0058	3	AMBER	download provenance; rescue logic reconstructed from logs only (script on Ibex)	
V2_V3_V5_D2:BEN.prov.retron_download.log	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Mestre_sequences/retron_download.log	provenance	4cf9d19adad5fdff2ca183c2fe6c3467c1601257bb37acecd36f36fe616ccbe5	147735	2026-03-08 09:26	Ibex downloader/rescue/fix_wp scripts 2026-03-08 (/ibex/project/c2350/PHYLOGENETIC_TREE) - script NOT FOUND on borg	Supp_material_T1_R1_systematic_prediction.csv	1344			AMBER	download provenance; rescue logic reconstructed from logs only (script on Ibex)	
V2_V3_V5_D2:BEN.prov.retron_rescue.log	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Mestre_sequences/retron_rescue.log	provenance	9cb4aa2e6a0d3d4e8680a9b68dab5947cad42295eec6af560778cafaa4c0135c	174930	2026-03-08 10:09	Ibex downloader/rescue/fix_wp scripts 2026-03-08 (/ibex/project/c2350/PHYLOGENETIC_TREE) - script NOT FOUND on borg	Supp_material_T1_R1_systematic_prediction.csv	1505			AMBER	download provenance; rescue logic reconstructed from logs only (script on Ibex)	
V2_V3_V5_D2:BEN.prov.retron_fix_wp.log	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Mestre_sequences/retron_fix_wp.log	provenance	d81f62e2e8fbd61deb757c4196fb19d7c0eee028545af2ede571dd4f87ddd7a1	27722	2026-03-08 10:24	Ibex downloader/rescue/fix_wp scripts 2026-03-08 (/ibex/project/c2350/PHYLOGENETIC_TREE) - script NOT FOUND on borg	Supp_material_T1_R1_systematic_prediction.csv	229			AMBER	download provenance; rescue logic reconstructed from logs only (script on Ibex)	
V2_V3_V5_D2:BEN.manifest.protein_aa	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7-mestre-audit/ARIS_OUTPUT/mestre_audit/agent_v235/mestre_sequences_protein_aa_manifest.tsv	manifest	6d0f122284a4a42c062d22e97075ce362af974db4b7b901dc07de496287b4d53	151048	2026-09-18 15:32	this audit	1,926 terminal_*/protein_aminoacid.fasta	1926			AMBER	prior table; re-derive before use	sorted 'terminal<TAB>sha256'; this file's sha256 is the manifest hash
V2_V3_V5_D2:BEN.terminal_1.genome	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Mestre_sequences/terminal_1/genome.fasta.gz	genome	27d6bfc62c336d0a2895f11c9b39310b3e80f41d391970773d0518da45902507	1542654	2026-03-08 08:26	downloader			G0250	1	AMBER	download provenance; rescue logic reconstructed from logs only (script on Ibex)	sha-identical to V3 realpipe_timing input
V2_V3_V5_D2:MOD.padloc.src.cm	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/src/padloc/data/cm/padlocdb.cm	cm_db	09449bdfd55c4e469f231fcf9784d6fb4e3d51258f70cee6fbfeb3f749c77bd7	2399817	2025-11-19 14:12	PADLOC-DB v2.0.0		21			GREEN	detector model; descends from Mestre — cannot corroborate Mestre	21 INFERNAL + 21 HMMER3 filter blocks (42 NAME lines), 0 GA/TC/NC; byte-DIFFERENT from env mirror but 21/21 CM blocks identical (order differs)
V2_V3_V5_D2:MOD.padloc.env.cm	V2_V3_V5_D2	/home/borg/miniconda3/envs/padloc2/data/cm/padlocdb.cm	cm_db	12dbc1bb69126a39a5f904fb8f1456b288a3947f8d40df492a89f2f2dfa34576	2399817	2026-02-02 08:49	PADLOC-DB v2.0.0 (padloc --db-update)		21			GREEN	detector model; descends from Mestre — cannot corroborate Mestre	the copy TEST_SCRIPT_31_nov_v5.py:249/1016 actually uses; content-identical to src copy
V2_V3_V5_D2:MOD.padloc.src.cm_meta	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/src/padloc/data/cm_meta.txt	metadata	193b290cd99b348eaeaa2f025f65b8abb1bf3a3b00278907d4153bd6d1309be7	1645	2025-11-19 14:12	PADLOC-DB v2.0.0		21			GREEN	detector model; descends from Mestre — cannot corroborate Mestre	21 rows, all author='Mestre MR', ref 10/fzk3; byte-identical to env copy
V2_V3_V5_D2:MOD.padloc.env.cm_meta	V2_V3_V5_D2	/home/borg/miniconda3/envs/padloc2/data/cm_meta.txt	metadata	193b290cd99b348eaeaa2f025f65b8abb1bf3a3b00278907d4153bd6d1309be7	1645	2023-10-17 05:14	PADLOC-DB v2.0.0		21			GREEN	detector model; descends from Mestre — cannot corroborate Mestre	
V2_V3_V5_D2:MOD.padloc.src.hmm	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/src/padloc/data/hmm/padlocdb.hmm	hmm_db	d5120ca514ab54a0ef5d2b6e4c627bf811322b3ebe55c16953846852a96c32d6	984039424	2025-11-19 14:12	PADLOC-DB v2.0.0					GREEN	detector model; descends from Mestre — cannot corroborate Mestre	5,027 profiles; byte-different from env copy, block-multiset identical
V2_V3_V5_D2:MOD.padloc.env.hmm	V2_V3_V5_D2	/home/borg/miniconda3/envs/padloc2/data/hmm/padlocdb.hmm	hmm_db	70c76e7f67d9aa8f1f69b0351cd1d197ed07d9ad982138c7d1aecd06e4516b05	984039424	2026-02-02 08:49	PADLOC-DB v2.0.0					GREEN	detector model; descends from Mestre — cannot corroborate Mestre	5,027 profiles
V2_V3_V5_D2:MOD.padloc.sys.retron_yaml	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/src/padloc/data/sys/retron_*.yaml	system_rules	423dab0f11a0fd534c11cb231e796c35e7081944b42b9828a995e4676f5fc238	3396	2025-11-19 14:12	PADLOC-DB v2.0.0		18			GREEN	detector model; descends from Mestre — cannot corroborate Mestre	18 retron system yamls; set-identical to padloc2 env copy | sha256 = manifest hash of sorted 'basename<TAB>sha256' lines
V2_V3_V5_D2:MOD.df.retron_profiles	V2_V3_V5_D2	/home/borg/.macsyfinder/models/defense-finder-models/profiles/Retron_*.hmm	hmm_set	ca851444a02e67218291157e19be8890314f6b1823ae8ed54720487c66e31561	6919918	2025-02-07 19:44	defense-finder-models 2.0.2 (DefenseFinder 2.0.1)		39			GREEN	detector model; descends from Mestre — cannot corroborate Mestre	39 Retron profiles: HMMER3/f 3.3 x34, 3.1b2 x4, 3.3.2 x1; all carry GA | sha256 = manifest hash of sorted 'basename<TAB>sha256' lines
V2_V3_V5_D2:MOD.df.metadata	V2_V3_V5_D2	/home/borg/.macsyfinder/models/defense-finder-models/metadata.yml	metadata	b1c7521aaf6f8bbad6b084976e26ec01379a376f0eb354e0dfb5cdc148dfa995	980	2026-02-02 09:18	defense-finder-models					GREEN	detector model; descends from Mestre — cannot corroborate Mestre	vers: 2.0.2
V2_V3_V5_D2:MOD.myrt.RVT-All	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-All.hmm	hmm_db	74556bd21fd92b947af2759878c3433361b442f2499a62492166a5416971e25e	3892396	2025-11-19 14:11	myRT		45			GREEN	detector model; descends from Mestre — cannot corroborate Mestre	45 profiles (HMMER 3.1b1), NSEQ sum 1,988; dir holds 46 per-family .hmm + RVT-All (stage-doc '~2,051 seeds / 47 families' not reproduced)
V2_V3_V5_D2:MOD.myrt.RVT-Retrons	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-Retrons.hmm	hmm	85157ce1cb157745a846d3ba2ca6b2b54279745e013c443d4e424dba64805c1d	89850	2025-11-19 14:11	myRT		1			GREEN	detector model; descends from Mestre — cannot corroborate Mestre	NSEQ 91
V2_V3_V5_D2:PIPE.run_pipeline.borg	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/pipeline_for_negative_dataset_with_deleting/run_pipeline.py	script	a7823bcfca254baf3ca197b7bd8ac0d61d1043028c0658901d7d76a2f695f2e3	98929	2026-03-04 20:21	production (borg copy)					REFERENCE	prior code: read for method, re-implement; never evidence	Ibex copy is a separate file (NOT_ACCESSIBLE)
V2_V3_V5_D2:PIPE.test_script	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/pipeline_for_negative_dataset_with_deleting/TEST_SCRIPT_31_nov_v5.py	script	187a13dcdbe963205ad2b26c04059af3514162aa015315d575665c0cd5554e73	69204	2026-04-01 20:24	production (borg copy)					REFERENCE	prior code: read for method, re-implement; never evidence	cmsearch --cpu N --FZ 500 --acc --noali --tblout <cm_db> <whole genome>
V2_V3_V5_D2:PIPE.rt_integration	V2_V3_V5_D2	/home/borg/RETRONS_january_2026/the-retron-project/pipeline_for_negative_dataset_with_deleting/rt_integration_corrected.py	script	edfd81e88142302ea425ea21329b2b1dcc04e67517877881f2894e18c7462f74	181652	2026-03-13 14:32	production (borg copy)					REFERENCE	prior code: read for method, re-implement; never evidence	
V2_V3_V5_D2:STAGES.05	V2_V3_V5_D2	/home/borg/RETRON_STAGES/05_mestre_replication.md	stage_doc	321b01accc36709eddb5cd56d840197dab6786169897e2bce469d8e24897b300	21543	2026-09-11 15:45						CLAIM-ONLY	prose; claims must be re-derived before citation	source of '537 processed' and 'ids_69 holds 68' assertions
RETRON_DB:RDB-B001	RETRON_DB	/home/borg/RESEARCH-retron-db/results/stage1_mestre_replication_and_insights/BLIND_CONFIRMATION.tsv	bundle:bundle_meta	0e914a0a94d30eb5c461b184ff226ec73297066befaae86039409a147774fee0	2962	2026-09-12 14:24	scripts/s06_blind_confirmation.py		9	G0059	2	GREEN	FROZEN retron-db 76ad2af; M1 rerun reproduced 18/18 tables byte-for-byte after declared root-A remap	
RETRON_DB:RDB-B002	RETRON_DB	/home/borg/RESEARCH-retron-db/results/stage1_mestre_replication_and_insights/DENOMINATORS.md	bundle:bundle_meta	1b3e5e2b0ead2884e9ab812087d1332671f2f8a7802c6e838d44f7a7eac27915	5596	2026-09-12 14:23			87	G0060	2	CLAIM-ONLY	prose; claims must be re-derived before citation	
RETRON_DB:RDB-B003	RETRON_DB	/home/borg/RESEARCH-retron-db/results/stage1_mestre_replication_and_insights/INPUTS.list	bundle:bundle_meta	c711743caa435372ac1653710adcb69eba57893a19868129dca4b0ec37f31aca	741335	2026-09-11 16:51			5827	G0043	3	UNGRADED	DO-NOT-USE until graded (WA-L.3)	
RETRON_DB:RDB-B004	RETRON_DB	/home/borg/RESEARCH-retron-db/results/stage1_mestre_replication_and_insights/INPUTS.tsv	bundle:bundle_meta	bd9338c1d9b8c63d16ebb9646f1c5f78da4461f77939da4416165f07ba846f8c	1273227	2026-09-11 16:51			5828	G0061	2	AMBER	prior table; re-derive before use	byte-identical to discarded_bundle_assembly1/INPUTS.tsv; 5827 rows; 29 RETRON_CLAUDE_PART1 paths now missing (identical copies exist elsewhere)
